categoria,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,modello,sport,colori
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED PURSUIT 3 - Scarpe da corsa su strada - white,"65,00","65,00",https://www.zalando.it/under-armour-charged-pursuit-3-scarpe-running-neutre-white-un242a0i3-a12.html,CHARGED PURSUIT 3,Scarpe da corsa su strada,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,UNISEX  - Scarpe da allenamento - black,"89,97","150,00",https://www.zalando.it/under-armour-sneakers-basse-black-un244a02j-q11.html,UNISEX,Scarpe da allenamento,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da camminata - black,"100,00","100,00",https://www.zalando.it/under-armour-scarpe-running-neutre-black-un242a0n0-q11.html,Scarpe da camminata,black,
Scarpini Sportivi Under Armour,UNDER ARMOUR,SHADOW ELITE 2.0 FG - Scarpe da calcetto con tacchetti - black/castlerock/halo gray,"193,17","229,95",https://www.zalando.it/under-armour-shadow-elite-20-fg-scarpe-da-calcetto-con-tacchetti-blackcastlerockhalo-gray-un242a0lp-q11.html,SHADOW ELITE 2.0 FG,Scarpe da calcetto con tacchetti,black/castlerock/halo gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - white distant gray halo gray,"95,97","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-white-distant-gray-halo-gray-un242a0n1-a11.html,Scarpe da corsa su strada,white distant gray halo gray,
Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM 4 STORM - Scarpe da allenamento - distant gray/white/black,"126,99","149,99",https://www.zalando.it/under-armour-phantom-4-storm-scarpe-da-allenamento-distant-graywhiteblack-un244a02h-c11.html,PHANTOM 4 STORM,Scarpe da allenamento,distant gray/white/black
Scarpini Sportivi Under Armour,UNDER ARMOUR,CLONE MAGNETICO PRO3.0 FG - Scarpe da calcetto con tacchetti - celeste,"109,16","129,95",https://www.zalando.it/under-armour-clone-magnetico-pro-scarpe-da-calcetto-con-tacchetti-celeste-un242a0ls-k11.html,CLONE MAGNETICO PRO3.0 FG,Scarpe da calcetto con tacchetti,celeste
Scarpini Sportivi Under Armour,UNDER ARMOUR,COURT PERFORMANCE FLOW FUTR X ELITE LUX - Scarpe da basket - black (001),"89,97","150,00",https://www.zalando.it/under-armour-court-performance-scarpe-da-basket-black-001-un242a0nr-q11.html,COURT PERFORMANCE FLOW FUTR X ELITE LUX,Scarpe da basket,black (001)
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY 4 FLOTRO - Scarpe da basket - black,"140,00","140,00",https://www.zalando.it/under-armour-curry-flotro-scarpe-da-basket-black-un244a02q-q11.html,CURRY 4 FLOTRO,Scarpe da basket,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,SHADOW TURF 2.0 - Scarpe da calcetto con tacchetti - hornet/golden yellow/clay green,"43,99","79,99",https://www.zalando.it/under-armour-shadow-turf-20-scarpe-da-calcetto-con-tacchetti-hornetgolden-yellowclay-green-un242a0lq-e11.html,SHADOW TURF 2.0,Scarpe da calcetto con tacchetti,hornet/golden yellow/clay green
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY 11 MOUTHGUARD - Scarpe da basket - sky blue,"170,00","170,00",https://www.zalando.it/under-armour-scarpe-da-basket-sky-blue-un244a02w-k11.html,CURRY 11 MOUTHGUARD,Scarpe da basket,sky blue
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO SELECT 4 FG - Scarpe da calcetto con tacchetti - taxi/black,"43,99","79,99",https://www.zalando.it/under-armour-magnetico-select-4-fg-scarpe-da-calcetto-con-tacchetti-taxiblack-un242a0mr-e11.html,MAGNETICO SELECT 4 FG,Scarpe da calcetto con tacchetti,taxi/black
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - red,"75,00","75,00",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-red-un244a02y-g12.html,LOCKDOWN 7,Scarpe da basket,red
Scarpini Sportivi Under Armour,UNDER ARMOUR,JET '23 - Scarpe da basket - gray,"56,00","80,00",https://www.zalando.it/under-armour-jet-23-scarpe-da-basket-gray-un242a0lg-c11.html,JET '23,Scarpe da basket,gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED DRAW 2 - Scarpe da golf - halo gray,"107,97","120,00",https://www.zalando.it/under-armour-under-armour-sneaker-scarpe-da-golf-halo-gray-un212o00c-c11.html,CHARGED DRAW 2,Scarpe da golf,halo gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY CHAMPION MINDSET - Scarpe da basket - lemon ice,"149,00","170,00",https://www.zalando.it/under-armour-scarpe-da-basket-lemon-ice-un244a02g-m11.html,CURRY CHAMPION MINDSET,Scarpe da basket,lemon ice
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - black,"90,90","90,90",https://www.zalando.it/under-armour-court-performance-lockdown-scarpe-da-basket-black-un244a02y-q11.html,LOCKDOWN 7,Scarpe da basket,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,FLOW FUTR X 4 - Scarpe da basket - black/white,"101,99","119,99",https://www.zalando.it/under-armour-scarpe-da-basket-blackwhite-un242a0mp-q11.html,FLOW FUTR X 4,Scarpe da basket,black/white
