categoria,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpini Sportivi Taglia 47,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - cool light gray black white,"51,95","65,00",https://www.zalando.it/puma-caven-sneakers-basse-cool-light-gray-black-white-pu115o0nn-a26.html?size=47
Scarpini Sportivi Taglia 47,MIZUNO,WAVE MOMENTUM 3 - Scarpe da pallavolo - white/bellwether blue/bel air blue,"135,99","169,99",https://www.zalando.it/mizuno-wave-momentum-3-scarpe-da-pallavolo-whitebellwether-bluebel-air-blue-m2742a0gs-a14.html?size=47
Scarpini Sportivi Taglia 47,JOMA,SCREEN - Scarpe da pallamano - black/white,"64,99","64,99",https://www.zalando.it/joma-scarpe-da-pallamano-blackwhite-j3342a0l5-q11.html?size=47
Scarpini Sportivi Taglia 47,ASICS,GEL-DEDICATE 8 CLAY - da tennis per terra battuta - indigo fog/white,"66,99","74,99",https://www.zalando.it/asics-gel-dedicate-8-clay-da-tennis-per-terra-battuta-indigo-fogwhite-as142a10s-k12.html?size=47
Scarpini Sportivi Taglia 47,PUMA GOLF,ROYALE - Scarpe da golf - white slate sky ash gray,"179,99","179,99",https://www.zalando.it/puma-golf-royale-scarpe-da-golf-white-slate-sky-ash-gray-pu542a040-a11.html?size=47
Scarpini Sportivi Taglia 47,PUMA,ULTRA 5 ULTIMATE MG  - Scarpe da calcetto con tacchetti - white- black-glowing red,"230,00","230,00",https://www.zalando.it/puma-scarpe-da-calcetto-con-tacchetti-white-black-glowing-red-pu144a0do-a11.html?size=47
Scarpini Sportivi Taglia 47,MIZUNO,WAVE EXCEED LIGHT 2 - Scarpe da tennis per tutte le superfici - white/mint/blue,"111,99","124,99",https://www.zalando.it/mizuno-wave-exceed-light-2-scarpe-da-tennis-per-tutte-le-superfici-whitemintblue-m2742a0go-a11.html?size=47
Scarpini Sportivi Taglia 47,ASICS,GEL-RESOLUTION X - Scarpe da tennis per tutte le superfici - white/black,"159,99","159,99",https://www.zalando.it/asics-gel-resolution-x-scarpe-da-tennis-per-tutte-le-superfici-whiteblack-as142a178-a11.html?size=47
Scarpini Sportivi Taglia 47,PUMA,PROSPECT UNISEX - Scarpe da allenamento - loden green/black/green glare,"55,99","69,99",https://www.zalando.it/puma-prospect-unisex-scarpe-da-allenamento-loden-greenblackgreen-glare-pu144a0bz-m11.html?size=47
Scarpini Sportivi Taglia 47,MIZUNO,WAVE MIRAGE 5 UNISEX - Scarpe da pallamano - mint/black/blue,"127,99","159,99",https://www.zalando.it/mizuno-sneakers-basse-mintblackblue-m2744a00q-m11.html?size=47
Scarpini Sportivi Taglia 47,PUMA,AVANT RUGBY - Scarpa da rugby - green glare  black galactic gray,"85,00","85,00",https://www.zalando.it/puma-avant-scarpa-da-rugby-green-glare-black-galactic-gray-pu142a22o-m11.html?size=47
Scarpini Sportivi Taglia 47,UNDER ARMOUR,CHARGED ROGUE 5 - Scarpe da corsa su strada - black,"85,00","85,00",https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-black-un242a0ov-q11.html?size=47
Scarpini Sportivi Taglia 47,PUMA GOLF,FUSION CLASSIC - Scarpe da golf - white,"139,99","139,99",https://www.zalando.it/puma-golf-fusion-classic-scarpe-da-golf-white-pu542a037-a11.html?size=47
Scarpini Sportivi Taglia 47,PUMA,MB.04 PHOENIX - Scarpe da basket - red/orange glow/fluro orange/purple glimmer,"124,99","124,99",https://www.zalando.it/puma-mb04-phoenix-scarpe-da-basket-redorange-glowfluro-orangepurple-glimmer-pu142a1xp-g11.html?size=47
