categoria,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpini Sportivi Taglia 49,ASICS,UPCOURT 6 - Scarpe da pallamano - white/indigo fog,"57,99","64,99",https://www.zalando.it/asics-upcourt-6-scarpe-da-pallamano-whiteindigo-fog-as142a158-a12.html?size=49
Scarpini Sportivi Taglia 49,ASICS,GEL-ROCKET 11 - Scarpe da pallavolo - black/gunmetal,"66,99","74,99",https://www.zalando.it/asics-gel-rocket-11-scarpe-da-pallavolo-blackgunmetal-as142a10p-q11.html?size=49
Scarpini Sportivi Taglia 49,ASICS,GEL-DEDICATE 8 CLAY - da tennis per terra battuta - white/black,"66,99","74,99",https://www.zalando.it/asics-gel-dedicate-8-clay-da-tennis-per-terra-battuta-whiteblack-as142a10s-a11.html?size=49
Scarpini Sportivi Taglia 49,ASICS,GEL-DEDICATE 8 - Scarpe da tennis per tutte le superfici - white/black,"74,99","74,99",https://www.zalando.it/asics-gel-dedicate-8-scarpe-da-tennis-per-tutte-le-superfici-whiteblack-as142a10u-a11.html?size=49
Scarpini Sportivi Taglia 49,ASICS,COURT SLIDE 4 - Scarpe da tennis per tutte le superfici - indigo fog/white,"64,99","64,99",https://www.zalando.it/asics-court-slide-4-scarpe-da-tennis-per-tutte-le-superfici-indigo-fogwhite-as142a17f-k11.html?size=49
Scarpini Sportivi Taglia 49,ASICS,GAME FF - Scarpe da tennis per tutte le superfici - indigo fog/nova orange,"75,99","89,99",https://www.zalando.it/asics-game-ff-scarpe-da-tennis-per-tutte-le-superfici-indigo-fognova-orange-as142a17e-k11.html?size=49
Scarpini Sportivi Taglia 49,NEW BALANCE,M1000 UNISEX - Sneakers basse - silver metallic,"169,99","169,99",https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-silver-metallic-ne215p03n-q11.html?size=49
Scarpini Sportivi Taglia 49,NEW BALANCE,UNISEX - Sneakers basse - sea stone,"169,99","169,99",https://www.zalando.it/new-balance-unisex-sneakers-basse-sea-stone-ne215p01q-q11.html?size=49
Scarpini Sportivi Taglia 49,NEW BALANCE,M1000 UNISEX - Sneakers basse - dark ice wine,"169,99","169,99",https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-dark-ice-wine-ne215p02k-q11.html?size=49
Scarpini Sportivi Taglia 49,NEW BALANCE,M1000 UNISEX  - Sneakers basse - reflection,"169,99","169,99",https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-reflection-ne215p03m-a11.html?size=49
