categoria,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpini Sportivi Taglia 49.5,PUMA,ALL-PRO NITRO - Scarpe da basket - team violet/black/pink alert,"90,95","130,00",https://www.zalando.it/puma-all-pro-nitro-scarpe-da-basket-team-violetblackpink-alert-pu142a1vk-i11.html?size=49.5
Scarpini Sportivi Taglia 49.5,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da corsa su strada - downpour gray/harbor blue/hyper green,"89,99","89,99",https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-running-neutre-downpour-grayharbor-bluehyper-green-un242a0lm-c12.html?size=49.5
Scarpini Sportivi Taglia 49.5,PUMA,ALL-PRO NITRO DRESS CODE - Scarpe da basket - pink fruit,"83,99","129,99",https://www.zalando.it/puma-all-pro-nitro-dress-code-scarpe-da-basket-pink-fruit-pu142a1z3-j11.html?size=49.5
Scarpini Sportivi Taglia 49.5,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - black,"139,99","139,99",https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-black-un242a0lb-q11.html?size=49.5
Scarpini Sportivi Taglia 49.5,PUMA,ALL-PRO NITRO CROWD CRAZE - Scarpe da basket - lapis lazuli/cold green/black,"90,95","130,00",https://www.zalando.it/puma-all-pro-nitro-crowd-craze-scarpe-da-basket-lapis-lazuli-cold-green-black-pu142a1v6-q11.html?size=49.5
Scarpini Sportivi Taglia 49.5,UNDER ARMOUR,APPARITION - Scarpe da allenamento - white/castlerock/ares red,"90,99","129,99",https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-whitecastlerockares-red-un244a02c-a12.html?size=49.5
Scarpini Sportivi Taglia 49.5,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da corsa su strada - white/hyper green/black,"129,99","129,99",https://www.zalando.it/under-armour-infinite-pro-2-scarpe-running-neutre-whitehyper-greenblack-un242a0nd-a12.html?size=49.5
Scarpini Sportivi Taglia 49.5,UNDER ARMOUR,INFINITE PRO UNISEX - Scarpe da trail running - black/anthracite/tetra gray,"139,99","139,99",https://www.zalando.it/under-armour-infinite-pro-trail-scarpe-da-trail-running-blackanthracitetetra-gray-un242a0mq-q11.html?size=49.5
Scarpini Sportivi Taglia 49.5,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - castlerock/steel/hyper green,"99,99","99,99",https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-da-trail-running-castlerocksteelhyper-green-un242a0mi-c12.html?size=49.5
Scarpini Sportivi Taglia 49.5,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - black/castlerock/white,"99,99","99,99",https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-da-trail-running-blackcastlerockwhite-un242a0mi-q12.html?size=49.5
