categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpe Sportive,42,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver team royal,"55,95","80,00",https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-team-royal-pu115o0pg-a21.html?size=42
Scarpe Sportive,42,uomo,JOMA,MASTER 1000 - da tennis per terra battuta - white/black,"45,99","45,99",https://www.zalando.it/joma-da-tennis-per-terra-battuta-whiteblack-j3342a0l1-a11.html?size=42
Scarpe Sportive,42,uomo,PUMA,SCOOT ZEROS - Scarpe da basket - feather gray/wild berry,"54,99","99,99",https://www.zalando.it/puma-scoot-zeros-scarpe-da-basket-feather-graywild-berry-pu142a1z2-c11.html?size=42
Scarpe Sportive,42,uomo,PUMA,DARTER PRO - Scarpe da corsa su strada - white-sun struck-heat fire,"63,95","80,00",https://www.zalando.it/puma-darter-pro-scarpe-da-allenamento-white-sun-struck-heat-fire-zzo32y902-t00.html?size=42
Scarpe Sportive,42,uomo,PUMA,ALL-PRO NITRO DYLAN EXHIBIT - Scarpe da basket - vivid blue tropical blue,"64,99","129,99",https://www.zalando.it/puma-all-pro-nitro-dylan-exhibit-scarpe-da-basket-vivid-blue-tropical-blue-pu142a1z4-k11.html?size=42
Scarpe Sportive,42,uomo,UNDER ARMOUR,APPARITION - Scarpe da allenamento - white,"96,99","129,99",https://www.zalando.it/under-armour-hovr-apparition-scarpe-da-allenamento-white-un241a0ej-a11.html?size=42
Scarpe Sportive,42,uomo,PUMA,DISPERSE XT 4 UNISEX - Scarpe da allenamento - loden green/black/green glare,"45,95","65,00",https://www.zalando.it/puma-disperse-xt-4-unisex-scarpe-da-allenamento-loden-greenblackgreen-glare-pu144a0cm-m11.html?size=42
Scarpe Sportive,42,uomo,PUMA,VOLTAIC EVO  - Scarpe da corsa su strada - black-stormy slate-for all time red,"59,95","80,00",https://www.zalando.it/puma-voltaic-evo-scarpe-da-trail-running-black-stormy-slate-for-all-time-red-pu115c005-q11.html?size=42
Scarpe Sportive,42,uomo,PUMA,NOVA SMASH - Scarpe da padel - white/vivid blue/heat fire/black,"49,99","49,99",https://www.zalando.it/puma-nova-smash-scarpe-da-padel-whitevivid-blueheat-fireblack-pu142a1xb-a11.html?size=42
Scarpe Sportive,42,uomo,ASICS,SCOUT 3 - Scarpe da trail running - black/nova orange,"64,99","64,99",https://www.zalando.it/asics-scout-3-scarpe-da-trail-running-blacknova-orange-as142a11a-q15.html?size=42
