categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpe Sportive,39.5,uomo,NEW BALANCE,TWO WXY V5 UNISEX - Scarpe da basket - purple,"70,99","129,99",https://www.zalando.it/new-balance-two-wxy-v5-unisex-scarpe-da-basket-purple-ne242a0ja-i12.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,FUELCELL REBEL V4 - Scarpe da corsa su strada - green/white,"159,99","159,99",https://www.zalando.it/new-balance-fuelcell-rebel-v4-scarpe-da-corsa-su-strada-greenwhite-ne242a0o8-c11.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,HESI LOW - Scarpe da basket - oyster white,"59,99","119,99",https://www.zalando.it/new-balance-hesi-low-v2-scarpe-da-basket-oyster-white-ne242a0o5-a11.html?size=39.5
Scarpe Sportive,39.5,uomo,ASICS,GEL-EXCITE 10 - Scarpe da corsa su strada - black/carrier grey,"89,99","89,99",https://www.zalando.it/asics-gel-excite-10-scarpe-running-neutre-blackcarrier-grey-as142a112-q13.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,TWO - Scarpe da basket - white,"77,99","129,99",https://www.zalando.it/new-balance-scarpe-da-basket-white-ne242a0om-a11.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,KAWHI IV  - Scarpe da basket - black,"109,99","169,99",https://www.zalando.it/new-balance-kawhi-iv-scarpe-da-basket-black-ne242a0j9-a13.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,TWO - Scarpe da basket - castlerock,"83,99","129,99",https://www.zalando.it/new-balance-two-wxy-v5-scarpe-da-basket-castlerock-ne242a0om-q11.html?size=39.5
Scarpe Sportive,39.5,uomo,ASICS,NOOSA TRI 16 - Scarpe da corsa su strada - black soothing sea,"150,00","150,00",https://www.zalando.it/asics-regalo-per-nascita-black-soothing-sea-as142a1b9-q11.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,KAWHI IV  - Scarpe da basket - red,"109,99","169,99",https://www.zalando.it/new-balance-kawhi-iv-scarpe-da-basket-red-ne242a0j9-a12.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,HESI  - Scarpe da basket - blue,"59,99","119,99",https://www.zalando.it/new-balance-hesi-scarpe-da-basket-blue-ne242a0m8-k12.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,FRESH FOAM BB V2 - Scarpe da basket - beige,"76,99","139,99",https://www.zalando.it/new-balance-fresh-foam-bb-v2-scarpe-da-basket-beige-ne242a0o2-b11.html?size=39.5
Scarpe Sportive,39.5,uomo,ASICS,SNAPDOWN 4 WRESTLING SHOE UNISEX - Scarpe da allenamento - black/white,"89,99","89,99",https://www.zalando.it/asics-snapdown-4-wrestling-boxing-shoe-unisex-scarpe-da-allenamento-blackwhite-as144a02a-q11.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - varsity gold,"54,99","99,99",https://www.zalando.it/new-balance-480-unisex-sneakers-basse-varsity-gold-ne215o05f-e11.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,FURON DESTROY  - Scarpe da calcetto con tacchetti - white yellow,"75,00","150,00",https://www.zalando.it/new-balance-sneakers-basse-white-yellow-ne244a012-a11.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - prism purple,"69,99","99,99",https://www.zalando.it/new-balance-480-unisex-sneakers-basse-prism-purple-ne215o05f-c11.html?size=39.5
Scarpe Sportive,39.5,uomo,ASICS,MATFLEX 7 WRESTLING SHOE UNISEX - Scarpe da allenamento - black/white,"74,99","74,99",https://www.zalando.it/asics-matflex-7-wrestling-boxing-shoe-unisex-scarpe-da-allenamento-blackwhite-as144a029-q11.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,HESI  - Scarpe da basket - black,"59,99","119,99",https://www.zalando.it/new-balance-hesi-scarpe-da-basket-black-ne242a0m8-q11.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white,"90,00","114,00",https://www.zalando.it/new-balance-480-unisex-sneakers-basse-white-ne215o05f-a12.html?size=39.5
Scarpe Sportive,39.5,uomo,NEW BALANCE,FRESH FOAM BB V2 - Scarpe da basket - black,"69,99","139,99",https://www.zalando.it/new-balance-fresh-foam-bb-v2-scarpe-da-basket-black-ne242a0l8-q12.html?size=39.5
Scarpe Sportive,39.5,uomo,ASICS,MATCONTROL 3 WRESTLING SHOE UNISEX - Scarpe da allenamento - black/pure silver,"99,99","99,99",https://www.zalando.it/asics-matcontrol-3-wrestling-boxing-shoe-unisex-scarpe-da-allenamento-blackpure-silver-as144a02b-q11.html?size=39.5
Scarpe Sportive,39.5,uomo,ASICS,GEL-GAME 9 CLAY - da tennis per terra battuta - white,"75,99","89,99",https://www.zalando.it/asics-gel-game-da-tennis-per-terra-battuta-white-as142a0z3-a11.html?size=39.5
