categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpe Sportive,47,Uomo,ASICS,GEL-TACTIC 12 - Scarpe da pallavolo - midnight/white,"98,99","109,99",https://www.zalando.it/asics-gel-tactic-12-scarpe-da-pallavolo-midnightwhite-as142a10q-k13.html?size=47
Scarpe Sportive,47,Uomo,PUMA GOLF,AVANT - Scarpe da golf - white/deep navy/speed blue,"179,99","179,99",https://www.zalando.it/puma-golf-avant-scarpe-da-golf-whitedeep-navyspeed-blue-pu542a03q-a11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,POPCAT UNISEX - Ciabatte da mare - white-dark coal,"23,00","23,00",https://www.zalando.it/puma-popcat-ciabatte-da-mare-white-dark-coal-pu115i000-a15.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE SKYRISE 6 - Scarpe da corsa su strada - light grey/black/blue,"149,99","149,99",https://www.zalando.it/mizuno-wave-skyrise-6-scarpe-da-corsa-su-strada-light-greyblackblue-m2742a0l5-c11.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE RIDER 28 - Scarpe da corsa su strada - black/white/evening primrose,"159,99","159,99",https://www.zalando.it/mizuno-wave-rider-28-scarpe-da-corsa-su-strada-blackwhiteevening-primrose-m2742a0ja-q12.html?size=47
Scarpe Sportive,47,Uomo,PUMA,POUNCE LITE - Scarpe da corsa su strada - black white,"38,95","55,00",https://www.zalando.it/puma-scarpe-running-neutre-black-white-pu144a0ci-q11.html?size=47
Scarpe Sportive,47,Uomo,ASICS,GEL-QUANTUM 180 6 - Scarpe da corsa su strada - black/aizuri blue,"152,00","190,00",https://www.zalando.it/asics-gel-quantum-180-scarpe-running-neutre-blackaizuri-blue-as142a0s0-q11.html?size=47
Scarpe Sportive,47,Uomo,ASICS,GEL-CONTEND 9 - Scarpe da corsa su strada - black/wave teal,"69,99","69,99",https://www.zalando.it/asics-gel-contend-9-scarpe-da-corsa-su-strada-blackwave-teal-as142a162-q13.html?size=47
Scarpe Sportive,47,Uomo,PUMA,SOFTRIDE ONE4ALL  - Scarpe da corsa su strada - black white white,"41,95","70,00",https://www.zalando.it/puma-softride-one4all-scarpe-da-corsa-su-strada-black-white-white-pu142a1nn-q12.html?size=47
Scarpe Sportive,47,Uomo,ASICS,GAME CLAY - da tennis per terra battuta - white/black,"89,99","89,99",https://www.zalando.it/asics-game-ff-clay-da-tennis-per-terra-battuta-whiteblack-as142a17h-a12.html?size=47
Scarpe Sportive,47,Uomo,PUMA,FUTURE 8 MATCH - Scarpe da calcetto con tacchetti - black/silver/fluo green,"56,99","94,99",https://www.zalando.it/puma-future-8-match-mg-scarpe-da-calcetto-con-tacchetti-blacksilverfluo-green-pu142a1x1-q11.html?size=47
Scarpe Sportive,47,Uomo,ASICS,BLADE - Scarpe da pallamano - white/nova orange,"107,99","119,99",https://www.zalando.it/asics-blade-scarpe-da-pallamano-whitenova-orange-as142a10o-a14.html?size=47
Scarpe Sportive,47,Uomo,ASICS,GT-2000 13 - Scarpe da corsa su strada - black,"159,95","159,95",https://www.zalando.it/asics-gt-2000-13-scarpe-da-corsa-stabili-black-as142a16c-q13.html?size=47
Scarpe Sportive,47,Uomo,PUMA,FUTURE 8 ULTIMATE - Scarpe da calcetto con tacchetti - black cool light gray fluo green,"179,95","229,95",https://www.zalando.it/puma-future-8-ultimate-fg-scarpe-da-calcetto-con-tacchetti-black-cool-light-gray-fluo-green-pu142a1w1-q12.html?size=47
Scarpe Sportive,47,Uomo,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - black pure magenta,"103,95","130,00",https://www.zalando.it/puma-nitro-2-scarpe-da-corsa-su-strada-black-pure-magenta-pu144a0c2-q13.html?size=47
Scarpe Sportive,47,Uomo,PUMA,FUTURE 8 MATCH LOW - Scarpe da calcetto con tacchetti - black/white/glowing red,"50,99","84,99",https://www.zalando.it/puma-future-8-match-low-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1x2-q11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,SOFTRIDE ENZO 5  - Scarpe da allenamento - black/cool dark gray,"44,95","75,00",https://www.zalando.it/puma-softride-enzo-5-unisex-scarpe-da-allenamento-blackcool-dark-gray-pu144a0cn-q11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,SOFTRIDE CARSON - Scarpe da corsa su strada - velvet moss loden green yellow alert,"31,95","55,00",https://www.zalando.it/puma-softride-carson-scarpe-da-corsa-su-strada-velvet-moss-loden-green-yellow-alert-pu141a126-o11.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE STEALTH NEO 2 - Scarpe da pallamano - white/bellwether blue/bel air blue,"152,99","169,99",https://www.zalando.it/mizuno-wave-stealth-neo-2-scarpe-da-pallamano-whitebellwether-bluebel-air-blue-m2742a0if-a12.html?size=47
Scarpe Sportive,47,Uomo,ASICS,GEL-CUMULUS 27 - Scarpe da corsa su strada - lite show mojave,"159,99","159,99",https://www.zalando.it/asics-gel-cumulus-27-scarpe-da-corsa-su-strada-lite-show-mojave-as142a182-h11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,FUTURE 8 PRO  - Scarpe da calcetto con tacchetti - black/white/glowing red,"83,99","139,99",https://www.zalando.it/puma-future-8-pro-fgag-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1wt-q11.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE LIGHTNING Z8 UNISEX - Scarpe da pallavolo - neo mint/black/frontier blue,"143,99","159,99",https://www.zalando.it/mizuno-wave-lightning-z8-unisex-scarpe-da-pallavolo-neo-mintblackfrontier-blue-m2744a00o-m11.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE ULTIMA 16 - Scarpe da corsa su strada - dark blue/mint,"139,99","139,99",https://www.zalando.it/mizuno-wave-ultima-16-scarpe-da-corsa-su-strada-dark-bluemint-m2742a0l3-k11.html?size=47
Scarpe Sportive,47,Uomo,PUMA GOLF,FUSION CLASSIC - Scarpe da golf - navy blazer,"139,99","139,99",https://www.zalando.it/puma-golf-fusion-classic-scarpe-da-golf-navy-blazer-pu542a037-k11.html?size=47
Scarpe Sportive,47,Uomo,UNDER ARMOUR,Scarpe da camminata - white,"100,00","100,00",https://www.zalando.it/under-armour-scarpe-running-neutre-white-un242a0n0-a11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,KING ULTIMATE MXSG - Scarpe da calcio con tacchetti - black/white/cool dark gray,"175,99","219,99",https://www.zalando.it/puma-king-ultimate-mxsg-scarpe-da-calcio-con-tacchetti-blackwhitecool-dark-gray-pu142a1uo-q11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,ULTRA 5 ULTIMATE - Scarpe da calcetto con tacchetti - white/black/glowing red,"184,99","229,99",https://www.zalando.it/puma-ultra-5-ultimate-fg-scarpe-da-calcetto-con-tacchetti-whiteblackglowing-red-pu142a1wi-a11.html?size=47
Scarpe Sportive,47,Uomo,ASICS,GT-1000 13 - Scarpe da corsa su strada - black digital aqua,"117,00","130,00",https://www.zalando.it/asics-scarpe-da-corsa-stabili-black-digital-aqua-as142a172-q12.html?size=47
Scarpe Sportive,47,Uomo,UNDER ARMOUR,INFINITE PRO UNISEX - Scarpe da trail running - ares red/black,"139,99","139,99",https://www.zalando.it/under-armour-infinite-pro-scarpe-da-trail-running-ares-redblack-un242a0mq-g11.html?size=47
Scarpe Sportive,47,Uomo,UNDER ARMOUR,CHARGED ROGUE 5 - Scarpe da corsa su strada - black/white,"84,99","84,99",https://www.zalando.it/under-armour-charged-rogue-5-scarpe-da-corsa-su-strada-blackwhite-un242a0ne-q11.html?size=47
Scarpe Sportive,47,Uomo,ASICS,COURT 3 - Scarpe da tennis per tutte le superfici - white/greyish purple,"160,99","189,99",https://www.zalando.it/asics-court-3-scarpe-da-tennis-per-tutte-le-superfici-whitegreyish-purple-as142a17c-a11.html?size=47
Scarpe Sportive,47,Uomo,ASICS,SOLUTION SPEED 3 - Scarpe da tennis per tutte le superfici - white/black,"149,99","149,99",https://www.zalando.it/asics-solution-speed-ff-3-scarpe-da-tennis-per-tutte-le-superfici-whiteblack-as142a13y-a11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,FAST-TRAC NITRO 3 - Scarpe da trail running - feather gray/glowing red/pure magenta,"129,99","129,99",https://www.zalando.it/puma-fast-trac-nitro-3-scarpe-da-trail-running-feather-grayglowing-redpure-magenta-pu142a1xn-a11.html?size=47
Scarpe Sportive,47,Uomo,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - black/castlerock/white,"99,99","99,99",https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-da-trail-running-blackcastlerockwhite-un242a0mi-q12.html?size=47
Scarpe Sportive,47,Uomo,PUMA,SOFTRIDE ENZO 5  - Scarpe da allenamento - loden green yellow alert,"44,95","75,00",https://www.zalando.it/puma-softride-enzo-5-scarpe-da-allenamento-loden-green-yellow-alert-pu144a0cn-m11.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE ULTIMA 16 - Scarpe da corsa su strada - blue/light red,"139,99","139,99",https://www.zalando.it/mizuno-wave-ultima-16-scarpe-da-corsa-su-strada-bluelight-red-m2742a0l3-k12.html?size=47
Scarpe Sportive,47,Uomo,ASICS,GEL-CONTEND 9 - Scarpe da corsa su strada - blue expanse/digital aqua,"69,99","69,99",https://www.zalando.it/asics-gel-contend-9-scarpe-running-neutre-blue-expansedigital-aqua-as142a162-k11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,ELIMINATE NITRO SQD - Scarpe da pallamano - parisian night/white/glowing red/dark crimson,"135,99","159,99",https://www.zalando.it/puma-eliminate-nitro-sqd-scarpe-da-pallamano-parisian-nightwhiteglowing-reddark-crimson-pu142a1xf-k11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - black lapis lazuli white,"70,95","130,00",https://www.zalando.it/puma-nitro-scarpe-running-neutre-black-lapis-lazuli-white-pu144a0c2-q12.html?size=47
Scarpe Sportive,47,Uomo,ASICS,NOOSA TRI 16 - Scarpe da corsa su strada - huddle yellow/illusion blue,"149,99","149,99",https://www.zalando.it/asics-noosa-tri-16-scarpe-da-corsa-su-strada-huddle-yellowillusion-blue-as142a165-e12.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE INSPIRE 21 - Scarpe da corsa su strada - dark blue/white,"159,99","159,99",https://www.zalando.it/mizuno-wave-inspire-21-scarpe-da-corsa-su-strada-dark-bluewhite-m2742a0l1-k11.html?size=47
Scarpe Sportive,47,Uomo,ASICS,GEL CHALLENGER - da tennis per terra battuta - white/saxon green,"101,99","119,99",https://www.zalando.it/asics-gel-challenger-da-tennis-per-terra-battuta-white-saxon-green-as142a10e-a12.html?size=47
Scarpe Sportive,47,Uomo,PUMA,ULTRA 5 MATCH - Scarpe da calcetto con tacchetti - white/black/glowing red,"50,99","84,99",https://www.zalando.it/puma-ultra-5-match-fgag-scarpe-da-calcetto-con-tacchetti-whiteblackglowing-red-pu142a1wx-a11.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE SKYRISE 6 - Scarpe da corsa su strada - dark blue/white/mint,"149,99","149,99",https://www.zalando.it/mizuno-wave-skyrise-6-scarpe-da-corsa-su-strada-dark-bluewhitemint-m2742a0l5-k11.html?size=47
Scarpe Sportive,47,Uomo,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - black black,"129,99","129,99",https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-da-corsa-stabili-black-black-ne242a0na-q13.html?size=47
Scarpe Sportive,47,Uomo,PUMA,FUTURE 8 MATCH  - Scarpe da calcetto con tacchetti - black/silver/fluo green,"56,99","94,99",https://www.zalando.it/puma-future-8-match-fgag-scarpe-da-calcetto-con-tacchetti-blacksilverfluo-green-pu142a1wu-q12.html?size=47
Scarpe Sportive,47,Uomo,PUMA,FUTURE 8 MATCH  - Scarpe da calcetto con tacchetti - black/white/glowing red,"56,99","94,99",https://www.zalando.it/puma-future-8-match-fgag-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1wu-q11.html?size=47
Scarpe Sportive,47,Uomo,UNDER ARMOUR,CURRY SPLASH - Scarpe da basket - black/gray void/white,"109,99","109,99",https://www.zalando.it/under-armour-curry-splash-scarpe-da-basket-blackgray-voidwhite-un242a0nl-q11.html?size=47
Scarpe Sportive,47,Uomo,MIZUNO,WAVE MOMENTUM 3 MID - Scarpe da pallavolo - white/blue,"161,99","179,99",https://www.zalando.it/mizuno-wave-momentum-3-mid-scarpe-da-pallavolo-whiteblue-m2742a0gp-a13.html?size=47
Scarpe Sportive,47,Uomo,PUMA,ELIMINATE TURBO - Scarpe da pallamano - parisian night/white/glowing red,"95,99","119,99",https://www.zalando.it/puma-eliminate-turbo-scarpe-da-pallamano-parisian-nightwhiteglowing-red-pu142a1xd-k11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,NOVA ELITE - Scarpe da padel - white/black/vivid blue/heat fire,"129,99","129,99",https://www.zalando.it/puma-nova-elite-scarpe-da-padel-whiteblackvivid-blueheat-fire-pu142a1x8-a11.html?size=47
Scarpe Sportive,47,Uomo,PUMA,X CELL NOVA UNISEX - Scarpe da allenamento - cool light gray,"69,99","69,99",https://www.zalando.it/puma-x-cell-nova-unisex-scarpe-da-allenamento-cool-light-gray-pu144a0bj-c11.html?size=47
Scarpe Sportive,47,Uomo,PUMA GOLF,IGNITE ELEVATE 25 - Scarpe da golf - deep navy/silver,"149,99","149,99",https://www.zalando.it/puma-golf-ignite-elevate-25-scarpe-da-golf-deep-navysilver-pu542a03y-k11.html?size=47
Scarpe Sportive,47,Uomo,NEW BALANCE,FUELCELL REBEL V4 - Scarpe da corsa su strada - white,"159,99","159,99",https://www.zalando.it/new-balance-fuelcell-rebel-v4-scarpe-da-corsa-su-strada-white-ne242a0o8-a11.html?size=47
