categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpe Sportive,39,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver team royal,"55,95","80,00",https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-team-royal-pu115o0pg-a21.html?size=39
Scarpe Sportive,39,uomo,PUMA,ALL-PRO NITRO DYLAN EXHIBIT - Scarpe da basket - vivid blue tropical blue,"64,99","129,99",https://www.zalando.it/puma-all-pro-nitro-dylan-exhibit-scarpe-da-basket-vivid-blue-tropical-blue-pu142a1z4-k11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUSE 3.0 - Scarpe da allenamento - green moon/black,"83,95","120,00",https://www.zalando.it/puma-fuse-30-scarpe-da-allenamento-green-moonblack-pu142a1r6-m11.html?size=39
Scarpe Sportive,39,uomo,UNDER ARMOUR,APPARITION - Scarpe da allenamento - hydro green,"96,99","129,99",https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-hydro-green-un244a02e-m11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ALL-PRO NITRO - Scarpe da basket - team violet/black/pink alert,"90,95","130,00",https://www.zalando.it/puma-all-pro-nitro-scarpe-da-basket-team-violetblackpink-alert-pu142a1vk-i11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 7 ULTIMATE FG/AG - Scarpe da calcetto con tacchetti - gray skies/white/fizzy apple,"184,00","230,00",https://www.zalando.it/puma-future-7-ultimate-fgag-scarpe-da-calcetto-con-tacchetti-gray-skieswhitefizzy-apple-pu142a1tf-k12.html?size=39
Scarpe Sportive,39,uomo,PUMA,DARTER PRO - Scarpe da corsa su strada - yellow alert black,"59,95","80,00",https://www.zalando.it/puma-darter-pro-scarpe-da-corsa-su-strada-yellow-alert-black-pu142a1y6-e11.html?size=39
Scarpe Sportive,39,uomo,UNDER ARMOUR,INFINITE PRO UNISEX - Scarpe da trail running - ivory dune/aero pink,"139,99","139,99",https://www.zalando.it/under-armour-infinite-pro-unisex-scarpe-da-trail-running-ivory-duneaero-pink-un242a0mq-b11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ALL-PRO NITRO POLAR EXPRESS - Scarpe da basket - silver mist/golden fog/club navy/intense red/yellow blaze,"69,99","139,99",https://www.zalando.it/puma-all-pro-nitro-polar-express-scarpe-da-basket-silver-mistgolden-fogclub-navyintense-redyellow-blaze-pu142a1vu-d11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ALL PRO NITRO LA - Scarpe da basket - team violet/pelé yellow,"64,99","129,99",https://www.zalando.it/puma-scarpe-da-basket-team-violetpele-yellow-pu142a1xq-i11.html?size=39
Scarpe Sportive,39,uomo,PUMA,Scarpe da allenamento - white/black,"89,99","89,99",https://www.zalando.it/puma-unisex-scarpe-da-pallamano-whiteblack-pu144a09p-a11.html?size=39
Scarpe Sportive,39,uomo,JOMA,SUPERCOPA - Scarpe da calcetto con tacchetti - black,"54,99","54,99",https://www.zalando.it/joma-supercopa-scarpe-da-calcetto-con-tacchetti-black-j3342a0lo-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 8 MATCH CREATIVITY - Scarpe da calcetto con tacchetti - orange poppy/black/poison pink,"94,99","94,99",https://www.zalando.it/puma-future-8-match-creativity-scarpe-da-calcetto-con-tacchetti-orange-poppyblackpoison-pink-pu142a1x7-h11.html?size=39
Scarpe Sportive,39,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - black-yellow alert-pure magenta,"52,95","70,00",https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-black-yellow-alert-pure-magenta-pu142a1y5-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ALL-PRO NITRO - Scarpe da basket - white/yellow sizzle/team violet,"69,99","139,99",https://www.zalando.it/puma-all-pro-nitro-scarpe-da-basket-whiteyellow-sizzleteam-violet-pu142a1v1-a11.html?size=39
Scarpe Sportive,39,uomo,UNDER ARMOUR,APPARITION - Scarpe da allenamento - white/castlerock/ares red,"90,99","129,99",https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-whitecastlerockares-red-un244a02c-a12.html?size=39
Scarpe Sportive,39,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - yellow alert/black,"52,95","70,00",https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-yellow-alertblack-pu142a1y5-e11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUSE 3.0 - Scarpe da allenamento - galactic gray/black/green glare,"83,95","120,00",https://www.zalando.it/puma-fuse-30-scarpe-da-allenamento-galactic-grayblackgreen-glare-pu142a1r6-c12.html?size=39
Scarpe Sportive,39,uomo,PUMA,REFLECT LITE - Scarpe da trail running - loden green/velvet moss,"52,95","70,00",https://www.zalando.it/puma-reflect-lite-trail-unisex-scarpe-da-trail-running-loden-greenvelvet-moss-pu144a0bo-n12.html?size=39
Scarpe Sportive,39,uomo,PUMA GOLF,GS-X EFEKT - Scarpe da golf - white gray tile red blast,"130,00","130,00",https://www.zalando.it/puma-golf-gs-x-efekt-scarpe-da-golf-white-gray-tile-red-blast-pu542a03o-a12.html?size=39
Scarpe Sportive,39,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - black/flat dark gray,"52,95","70,00",https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-blackflat-dark-gray-pu142a1y5-q12.html?size=39
Scarpe Sportive,39,uomo,PUMA,Scarpe da allenamento - royal/white,"49,95","80,00",https://www.zalando.it/puma-scarpe-da-pallamano-royalwhite-pu144a09p-k11.html?size=39
Scarpe Sportive,39,uomo,PUMA,KING ULTIMATE - Scarpe da calcetto con tacchetti - glowing red/white/red fire,"131,95","220,00",https://www.zalando.it/puma-king-ultimate-fgag-scarpe-da-calcetto-con-tacchetti-glowing-redwhitered-fire-pu142a1wd-g11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 8 PRO CAGE - Scarpe da calcetto con tacchetti - black/white/glowing red,"71,99","119,99",https://www.zalando.it/puma-future-8-pro-cage-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1ws-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 7 ULTIMATE LOW FG/AG - Scarpe da calcetto con tacchetti - bluemazing/white/electric peppermint,"193,16","229,95",https://www.zalando.it/puma-future-7-ultimate-low-fgag-scarpe-da-calcetto-con-tacchetti-bluemazingwhiteelectric-peppermint-pu142a1ud-k11.html?size=39
Scarpe Sportive,39,uomo,PUMA,VOYAGE NITRO  - Scarpe da trail running - desert dust flame flicker black,"140,00","140,00",https://www.zalando.it/puma-voyage-nitro-3-sneakers-basse-desert-dust-pu142a1xw-b11.html?size=39
Scarpe Sportive,39,uomo,NEW BALANCE,TWO - Scarpe da basket - white,"77,99","129,99",https://www.zalando.it/new-balance-scarpe-da-basket-white-ne242a0om-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,POUNCE LITE - Scarpe da trail running - gold black,"38,95","55,00",https://www.zalando.it/puma-scarpe-running-neutre-gold-black-pu144a0ck-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,SKYROCKET LITE - Scarpe da trail running - loden green black,"41,95","60,00",https://www.zalando.it/puma-skyrocket-lite-scarpe-da-trail-running-loden-green-black-pu142a1xo-m11.html?size=39
Scarpe Sportive,39,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver red,"55,95","80,00",https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-red-pu115o0pg-a19.html?size=39
Scarpe Sportive,39,uomo,UNDER ARMOUR,VISUAL CUSH FORGE UNISEX - Scarpe da corsa su strada - white,"90,97","130,00",https://www.zalando.it/under-armour-sneakers-basse-white-un244a02o-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,RUNNING NEUTRAL FOREVERRUN NITRO - Scarpe da corsa su strada - schwarz,"95,95","160,00",https://www.zalando.it/puma-sneakers-basse-schwarz-pu112o0m5-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FAST-TRAC NITRO 3 - Scarpe da trail running - feather gray/glowing red/pure magenta,"129,99","129,99",https://www.zalando.it/puma-fast-trac-nitro-3-scarpe-da-trail-running-feather-grayglowing-redpure-magenta-pu142a1xn-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,DARTER PRO - Scarpe da corsa su strada - cool weather/green glare,"63,95","80,00",https://www.zalando.it/puma-darter-pro-scarpe-da-corsa-su-strada-cool-weathergreen-glare-pu142a1y6-k11.html?size=39
Scarpe Sportive,39,uomo,MIZUNO,MIZUNO ALPHA II ELITE UNISEX - Scarpe da calcetto con tacchetti - white/black iridescent/black,"179,00","179,00",https://www.zalando.it/mizuno-mizuno-alpha-ii-elite-unisex-scarpe-da-calcetto-con-tacchetti-whiteblack-iridescentblack-m2742a0js-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 8 PRO  - Scarpe da calcetto con tacchetti - black/white/glowing red,"83,99","139,99",https://www.zalando.it/puma-future-8-pro-fgag-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1wt-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ULTRA 5 PRO FG/AG - Scarpe da calcetto con tacchetti - white white,"117,56","139,95",https://www.zalando.it/puma-ultra-5-pro-scarpe-da-calcetto-con-tacchetti-white-white-pu142a1th-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ULTRA 5 ULTIMATE FG - Scarpe da calcetto con tacchetti - fizzy apple/white/bluemazing,"114,99","229,99",https://www.zalando.it/puma-ultra-5-ultimate-fg-scarpe-da-calcetto-con-tacchetti-fizzy-applewhitebluemazing-pu142a1tv-m11.html?size=39
Scarpe Sportive,39,uomo,PUMA GOLF,IGNITE ELEVATE 25 X - Scarpe da golf - white black safety yellow,"160,00","160,00",https://www.zalando.it/puma-golf-scarpe-da-golf-white-black-safety-yellow-pu542a041-a12.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 8 MATCH FOREVER - Scarpe da calcetto con tacchetti - white/ blue/gray/black/glowing red,"56,99","94,99",https://www.zalando.it/puma-future-8-match-forever-scarpe-da-calcetto-con-tacchetti-white-bluegrayblackglowing-red-pu142a1x6-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ULTRA 5 MATCH IT - Scarpe da calcetto - fizzy apple/white/bluemazing,"46,99","84,99",https://www.zalando.it/puma-ultra-5-match-it-scarpe-da-calcetto-fizzy-applewhitebluemazing-pu142a1t1-m11.html?size=39
Scarpe Sportive,39,uomo,JOMA,SUPERCOPA - Scarpe da calcetto con tacchetti - white,"54,99","54,99",https://www.zalando.it/joma-supercopa-scarpe-da-calcetto-con-tacchetti-white-j3342a0lo-a11.html?size=39
Scarpe Sportive,39,uomo,UNDER ARMOUR,APPARITION - Scarpe da allenamento - white,"96,99","129,99",https://www.zalando.it/under-armour-hovr-apparition-scarpe-da-allenamento-white-un241a0ej-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,DAGGER UNISEX - Scarpe da basket - black-team violet,"59,95","85,00",https://www.zalando.it/puma-dagger-scarpe-da-basket-blackpurple-pu142a1xk-i11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 8 MATCH  - Scarpe da calcetto con tacchetti - black/white/glowing red,"56,99","94,99",https://www.zalando.it/puma-future-8-match-fgag-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1wu-q11.html?size=39
Scarpe Sportive,39,uomo,ASICS,GEL-SONOMA 8 - Scarpe da trail running - black lake grey,"90,00","100,00",https://www.zalando.it/asics-sneakers-basse-black-lake-grey-as112p006-q11.html?size=39
Scarpe Sportive,39,uomo,MIZUNO,WAVE MIRAGE 5 UNISEX - Scarpe da pallamano - mint/black/blue,"127,99","159,99",https://www.zalando.it/mizuno-sneakers-basse-mintblackblue-m2744a00q-m11.html?size=39
Scarpe Sportive,39,uomo,PUMA,KING PRO FG/AG - Scarpe da calcetto con tacchetti - glowing red/white/red fire,"71,99","119,99",https://www.zalando.it/puma-king-pro-fgag-scarpe-da-calcetto-con-tacchetti-glowing-redwhitered-fire-pu142a1wq-g11.html?size=39
Scarpe Sportive,39,uomo,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - mars red  white black,"72,95","130,00",https://www.zalando.it/puma-nitro-scarpe-running-neutre-mars-red-white-black-pu144a0c2-g11.html?size=39
Scarpe Sportive,39,uomo,PUMA,VANTAGE NITRO - Scarpe da pallamano - white/blue horizon/fizzy apple,"119,99","149,99",https://www.zalando.it/puma-vantage-nitro-scarpe-da-pallamano-whiteblue-horizonfizzy-apple-pu142a1t6-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 8 ULTIMATE - Scarpe da calcetto con tacchetti - black/white/glowing red,"179,95","229,95",https://www.zalando.it/puma-future-8-ultimate-fg-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1w1-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,DARTER PRO - Scarpe da corsa su strada - black black cool dark gray,"59,95","80,00",https://www.zalando.it/puma-scarpe-da-allenamento-black-black-cool-dark-gray-zzo32y902-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,FUTURE 8 MATCH IT - Scarpe da calcetto - black/white/glowing red,"56,99","94,99",https://www.zalando.it/puma-future-8-match-it-scarpe-da-calcetto-blackwhiteglowing-red-pu142a1wk-q11.html?size=39
Scarpe Sportive,39,uomo,ASICS,SNAPDOWN 4 WRESTLING SHOE UNISEX - Scarpe da allenamento - black/white,"89,99","89,99",https://www.zalando.it/asics-snapdown-4-wrestling-boxing-shoe-unisex-scarpe-da-allenamento-blackwhite-as144a02a-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,SOLARSTRIKE III - Scarpe da pallamano - puma black sun stream puma white,"71,99","89,99",https://www.zalando.it/puma-solarstrike-iii-scarpe-da-pallamano-black-sun-stream-white-pu142a1t8-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ULTRA 5 ULTIMATE FOREVER - Scarpe da calcetto con tacchetti - white/pure magenta/feather gray/black,"229,95","229,95",https://www.zalando.it/puma-ultra-5-ultimate-forever-scarpe-da-calcetto-con-tacchetti-whitepure-magentafeather-grayblack-pu142a1wr-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,Scarpe da allenamento - black/white,"89,99","89,99",https://www.zalando.it/puma-scarpe-da-pallamano-blackwhite-pu144a09p-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,SKYROCKET LITE - Scarpe da trail running - black/cool dark gray,"44,95","60,00",https://www.zalando.it/puma-skyrocket-lite-scarpe-da-trail-running-blackcool-dark-gray-pu142a1xo-q11.html?size=39
Scarpe Sportive,39,uomo,PUMA,NOVA SMASH - Scarpe da padel - white/vivid blue/heat fire/black,"49,99","49,99",https://www.zalando.it/puma-nova-smash-scarpe-da-padel-whitevivid-blueheat-fireblack-pu142a1xb-a11.html?size=39
Scarpe Sportive,39,uomo,PUMA,ELIMINATE TURBO - Scarpe da pallamano - sun stream/sunset glow/black,"99,99","99,99",https://www.zalando.it/puma-eliminate-turbo-scarpe-da-pallamano-sun-streamsunset-glowblack-pu142a1u7-h11.html?size=39
Scarpe Sportive,39,uomo,UNDER ARMOUR,INFINITE PRO UNISEX - Scarpe da trail running - ares red/black,"139,99","139,99",https://www.zalando.it/under-armour-infinite-pro-scarpe-da-trail-running-ares-redblack-un242a0mq-g11.html?size=39
