categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpe Sportive,36,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver team royal,"55,95","80,00",https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-team-royal-pu115o0pg-a21.html?size=36
Scarpe Sportive,36,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver red,"55,95","80,00",https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-red-pu115o0pg-a19.html?size=36
Scarpe Sportive,36,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - black-yellow alert-pure magenta,"52,95","70,00",https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-black-yellow-alert-pure-magenta-pu142a1y5-q11.html?size=36
Scarpe Sportive,36,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white,"90,00","114,00",https://www.zalando.it/new-balance-480-unisex-sneakers-basse-white-ne215o05f-a12.html?size=36
Scarpe Sportive,36,uomo,PUMA,SKYROCKET LITE - Scarpe da trail running - black/cool dark gray,"44,95","60,00",https://www.zalando.it/puma-skyrocket-lite-scarpe-da-trail-running-blackcool-dark-gray-pu142a1xo-q11.html?size=36
Scarpe Sportive,36,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - black/flat dark gray,"52,95","70,00",https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-blackflat-dark-gray-pu142a1y5-q12.html?size=36
Scarpe Sportive,36,uomo,NEW BALANCE,530 - Scarpe da corsa su strada - grey beige,"120,00","120,00",https://www.zalando.it/new-balance-sneakers-basse-grey-beige-ne242a0o4-c11.html?size=36
Scarpe Sportive,36,uomo,PUMA,POUNCE LITE - Scarpe da trail running - gold black,"38,95","55,00",https://www.zalando.it/puma-scarpe-running-neutre-gold-black-pu144a0ck-q11.html?size=36
Scarpe Sportive,36,uomo,PUMA,SKYROCKET LITE - Scarpe da trail running - loden green black,"41,95","60,00",https://www.zalando.it/puma-skyrocket-lite-scarpe-da-trail-running-loden-green-black-pu142a1xo-m11.html?size=36
Scarpe Sportive,36,uomo,PUMA,CELL THRILL UNISEX - Scarpe da allenamento - for all time red/black,"55,49","64,99",https://www.zalando.it/puma-cell-thrill-unisex-scarpe-da-allenamento-for-all-time-redblack-pu144a0by-g11.html?size=36
Scarpe Sportive,36,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - prism purple,"69,99","99,99",https://www.zalando.it/new-balance-480-unisex-sneakers-basse-prism-purple-ne215o05f-c11.html?size=36
