categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpe Sportive,40.5,uomo,UNDER ARMOUR,PHANTOM FORE - Scarpe da golf - white/halo gray,"139,99","139,99",https://www.zalando.it/under-armour-phantom-fore-scarpe-da-golf-whitehalo-gray-un242a0nn-a11.html?size=40.5
Scarpe Sportive,40.5,uomo,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da corsa su strada - white/electric blue/anthracite,"129,99","129,99",https://www.zalando.it/under-armour-infinite-pro-2-scarpe-running-neutre-whiteelectric-blueanthracite-un242a0nd-a11.html?size=40.5
Scarpe Sportive,40.5,uomo,NEW BALANCE,TWO - Scarpe da basket - white,"77,99","129,99",https://www.zalando.it/new-balance-scarpe-da-basket-white-ne242a0om-a11.html?size=40.5
Scarpe Sportive,40.5,uomo,NEW BALANCE,FRESH FOAM X 1080 V14 - Scarpe da corsa su strada - blue,"189,99","189,99",https://www.zalando.it/new-balance-fresh-foam-x-1080-v14-scarpe-running-neutre-blue-ne242a0nc-k11.html?size=40.5
Scarpe Sportive,40.5,uomo,UNDER ARMOUR,JET '23 - Scarpe da basket - electric blue,"58,97","85,00",https://www.zalando.it/under-armour-jet-scarpe-da-basket-electric-blue-un242a0lg-k12.html?size=40.5
Scarpe Sportive,40.5,uomo,ASICS,GEL-NIMBUS 27 - Scarpe da corsa su strada - wave teal/saxon green,"199,99","199,99",https://www.zalando.it/asics-gel-nimbus-27-scarpe-da-corsa-su-strada-wave-tealsaxon-green-as142a17v-p11.html?size=40.5
Scarpe Sportive,40.5,uomo,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - white/apricot,"129,99","129,99",https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-da-corsa-su-strada-whiteapricot-ne242a0na-a13.html?size=40.5
Scarpe Sportive,40.5,uomo,ASICS,GEL-PULSE 15 - Scarpe da corsa su strada - midnight/white,"110,00","110,00",https://www.zalando.it/asics-gel-pulse-15-scarpe-running-neutre-midnightwhite-as142a140-k11.html?size=40.5
Scarpe Sportive,40.5,uomo,NEW BALANCE,FRESH FOAM X 1080 V14 - Scarpe da corsa su strada - black,"189,99","189,99",https://www.zalando.it/new-balance-fresh-foam-x-1080-v14-scarpe-running-neutre-black-ne242a0nc-q11.html?size=40.5
Scarpe Sportive,40.5,uomo,NEW BALANCE,FUELCELL VENYM - Sneakers basse - black,"139,99","139,99",https://www.zalando.it/new-balance-fuelcell-venym-scarpe-da-trail-running-black-ne242a0m9-q11.html?size=40.5
Scarpe Sportive,40.5,uomo,ASICS,DYNABLAST 5 - Sneakers basse - indigo blue/black,"129,99","129,99",https://www.zalando.it/asics-dynablast-5-scarpe-da-corsa-su-strada-indigo-blueblack-as142a17n-k11.html?size=40.5
