,Unnamed: 0,categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,modello,sport,colori
1932,2049,Scarpe Sportive,41.5,uomo,ASICS,GEL-NIMBUS 27 - Scarpe da corsa su strada - indigo fog/denim blue,199.99,199.99,https://www.zalando.it/asics-gel-nimbus-27-scarpe-da-corsa-su-strada-indigo-fogdenim-blue-as142a17v-k11.html?size=41.5,GEL nimbus 27,Scarpe da corsa su strada,indigo fog/denim blue
1933,2050,Scarpe Sportive,41.5,uomo,NEW BALANCE,TWO - Scarpe da basket - castlerock,83.99,129.99,https://www.zalando.it/new-balance-two-wxy-v5-scarpe-da-basket-castlerock-ne242a0om-q11.html?size=41.5,TWO,scarpe da basket,castlerock
1934,2051,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X HIERRO V9 - Scarpe da trail running - vintage indigo,159.99,159.99,https://www.zalando.it/new-balance-hierro-v9-scarpe-da-trail-running-vintage-indigo-ne242a0oc-k11.html?size=41.5,FRESH FOAM X HIERRO V9,scarpe da trail running,vintage indigo
1935,2052,Scarpe Sportive,41.5,uomo,ASICS,TRABUCO TERRA 2 - Scarpe da trail running - saxon green/pure aqua,119.99,119.99,https://www.zalando.it/asics-trabuco-terra-2-scarpe-da-trail-running-saxon-greenpure-aqua-as142a119-m11.html?size=41.5,TRABUCO TERRA 2,scarpe da trail running,saxon green/pure aqua
1936,2053,Scarpe Sportive,41.5,uomo,NEW BALANCE,MINIMUS - Scarpe da trail running - green green,140.0,140.0,https://www.zalando.it/new-balance-sneakers-basse-green-green-ne242a0ps-m11.html?size=41.5,MINIMUS,scarpe da trail running,green green
1937,2054,Scarpe Sportive,41.5,uomo,ASICS,GEL-RESOLUTION X - Scarpe da tennis per tutte le superfici - white/black,159.99,159.99,https://www.zalando.it/asics-gel-resolution-x-scarpe-da-tennis-per-tutte-le-superfici-whiteblack-as142a178-a11.html?size=41.5,GEL resolution x,Scarpe da tennis per tutte le superfici,white/black
1938,2055,Scarpe Sportive,41.5,uomo,NEW BALANCE,GAROÉ - Scarpe da corsa su strada - black,119.99,119.99,https://www.zalando.it/new-balance-fresh-foam-x-garoe-v2-scarpe-da-corsa-su-strada-black-ne242a0oh-q11.html?size=41.5,GAROÉ,scarpe da corsa su strada,black
1939,2056,Scarpe Sportive,41.5,uomo,ASICS,GEL CHALLENGER - da tennis per terra battuta - white,101.99,119.99,https://www.zalando.it/asics-gel-challenger-14-clay-da-tennis-per-terra-battuta-white-as142a10e-a11.html?size=41.5,GEL CHALLENGER,da tennis per terra battuta,white
1940,2057,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X KAIHA ROAD - Sneakers basse - team royal,119.99,119.99,https://www.zalando.it/new-balance-fresh-foam-x-kaiha-road-scarpe-da-corsa-su-strada-team-royal-ne242a0oi-k11.html?size=41.5,FRESH FOAM X KAIHA ROAD,sneakers basse,team royal
1941,2058,Scarpe Sportive,41.5,uomo,NEW BALANCE,TWO - Scarpe da basket - passion fruit,129.99,129.99,https://www.zalando.it/new-balance-two-scarpe-da-basket-passion-fruit-ne242a0om-i11.html?size=41.5,TWO,scarpe da basket,passion fruit
1942,2059,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X EVOZ V4 - Scarpe da corsa su strada - black,129.99,129.99,https://www.zalando.it/new-balance-fresh-foam-x-evoz-v4-scarpe-da-corsa-su-strada-black-ne242a0of-q11.html?size=41.5,FRESH FOAM X EVOZ V4,scarpe da corsa su strada,black
1943,2060,Scarpe Sportive,41.5,uomo,ASICS,GEL-KAYANO 31 - Scarpe da corsa su strada - black/rainy lake,199.99,199.99,https://www.zalando.it/asics-gel-kayano-31-scarpe-da-corsa-su-strada-blackrainy-lake-as142a15s-q12.html?size=41.5,GEL kayano 31,Scarpe da corsa su strada,black/rainy lake
1944,2061,Scarpe Sportive,41.5,uomo,NEW BALANCE,FUELCELL PROPEL V5 - Scarpe da corsa su strada - black,129.99,129.99,https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-da-corsa-su-strada-black-ne242a0oe-q11.html?size=41.5,FUELCELL PROPEL V5,scarpe da corsa su strada,black
1945,2062,Scarpe Sportive,41.5,uomo,ASICS,GAME FF - Scarpe da tennis per tutte le superfici - white saxon green,75.99,89.99,https://www.zalando.it/asics-game-scarpe-da-tennis-per-tutte-le-superfici-white-saxon-green-as142a17e-a12.html?size=41.5,GAME FF,scarpe da tennis per tutte le superfici,white saxon green
1946,2063,Scarpe Sportive,41.5,uomo,NEW BALANCE,FUELCELL VENYM - Sneakers basse - black,139.99,139.99,https://www.zalando.it/new-balance-fuelcell-venym-scarpe-da-trail-running-black-ne242a0m9-q11.html?size=41.5,FUELCELL VENYM,sneakers basse,black
1947,2064,Scarpe Sportive,41.5,uomo,NEW BALANCE,KAWHI IV  - Scarpe da basket - purple,109.99,169.99,https://www.zalando.it/new-balance-kawhi-iv-scarpe-da-basket-purple-ne242a0j9-i11.html?size=41.5,KAWHI IV,scarpe da basket,purple
1948,2065,Scarpe Sportive,41.5,uomo,ASICS,GEL-NIMBUS 27 - Scarpe da corsa su strada - black graphite grey,199.95,199.95,https://www.zalando.it/asics-gel-nimbus-27-scarpe-da-corsa-su-strada-black-graphite-grey-as142a17v-q11.html?size=41.5,GEL nimbus 27,Scarpe da corsa su strada,black graphite grey
1949,2066,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X 1080 V14 - Scarpe da corsa su strada - black,189.99,189.99,https://www.zalando.it/new-balance-fresh-foam-x-1080-v14-scarpe-running-neutre-black-ne242a0nc-q11.html?size=41.5,FRESH FOAM X 1080 V14,scarpe da corsa su strada,black
1950,2067,Scarpe Sportive,41.5,uomo,ASICS,SOLUTION SPEED FF 3 - Scarpe da tennis per tutte le superfici - shocking orange black,150.0,150.0,https://www.zalando.it/asics-solution-speed-ff-3-scarpe-da-tennis-per-tutte-le-superfici-shocking-orange-black-as142a1c6-h11.html?size=41.5,SOLUTION SPEED FF 3,scarpe da tennis per tutte le superfici,shocking orange black
1951,2068,Scarpe Sportive,41.5,uomo,ASICS,GEL-DEDICATE 8 - Scarpe da padel - mako blue/grey blue,66.99,74.99,https://www.zalando.it/asics-gel-dedicate-8-scarpe-da-padel-mako-bluegrey-blue-as142a10t-k15.html?size=41.5,GEL dedicate 8,Scarpe da padel,mako blue/grey blue
1952,2069,Scarpe Sportive,41.5,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white/blue,85.0,100.0,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-whiteblue-ne215o05f-a15.html?size=41.5,480 UNISEX,scarpe da basket,white/blue
1953,2070,Scarpe Sportive,41.5,uomo,ASICS,GEL-DEDICATE 8 CLAY - da tennis per terra battuta - indigo fog/white,66.99,74.99,https://www.zalando.it/asics-gel-dedicate-8-clay-da-tennis-per-terra-battuta-indigo-fogwhite-as142a10s-k12.html?size=41.5,GEL dedicate 8 clay,da tennis per terra battuta,indigo fog/white
1954,2071,Scarpe Sportive,41.5,uomo,ASICS,GEL-DEDICATE 8 CLAY - da tennis per terra battuta - blue expanse/white,67.5,75.0,https://www.zalando.it/asics-gel-dedicate-8-clay-da-tennis-per-terra-battuta-blue-expansewhite-as142a10s-k11.html?size=41.5,GEL dedicate 8 clay,da tennis per terra battuta,blue expanse/white
1955,2072,Scarpe Sportive,41.5,uomo,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - black black,129.99,129.99,https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-da-corsa-stabili-black-black-ne242a0na-q13.html?size=41.5,FUELCELL PROPEL V5,sneakers basse,black black
1956,2073,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X KAIHA ROAD - Sneakers basse - navy,119.99,119.99,https://www.zalando.it/new-balance-fresh-foam-x-kaiha-road-scarpe-da-corsa-su-strada-navy-ne242a0oi-k12.html?size=41.5,FRESH FOAM X KAIHA ROAD,sneakers basse,navy
1957,2074,Scarpe Sportive,41.5,uomo,ASICS,NOVABLAST 5 TR - Scarpe da corsa su strada - nature bathing lime green,149.99,149.99,https://www.zalando.it/asics-novablast-5-tr-scarpe-da-corsa-su-strada-nature-bathing-lime-green-as142a17y-m11.html?size=41.5,NOVABLAST 5 TR,scarpe da corsa su strada,nature bathing lime green
1958,2075,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH X MORE V4 - Scarpe da corsa su strada - black cement,169.99,169.99,https://www.zalando.it/new-balance-fresh-foam-x-more-v5-scarpe-da-corsa-su-strada-black-cement-ne242a0hg-q15.html?size=41.5,FRESH X MORE V4,scarpe da corsa su strada,black cement
1959,2076,Scarpe Sportive,41.5,uomo,ASICS,GEL-CUMULUS 27 - Scarpe da corsa su strada - wave teal/illuminate mint,159.99,159.99,https://www.zalando.it/asics-gel-cumulus-27-scarpe-da-corsa-su-strada-wave-tealilluminate-mint-as142a17x-k11.html?size=41.5,GEL cumulus 27,Scarpe da corsa su strada,wave teal/illuminate mint
1960,2077,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X HIERRO V8 - Scarpe da trail running - dark olivine olivine,160.0,160.0,https://www.zalando.it/new-balance-scarpe-da-trail-running-dark-olivine-olivine-ne242a0mp-n11.html?size=41.5,FRESH FOAM X HIERRO V8,scarpe da trail running,dark olivine olivine
1961,2078,Scarpe Sportive,41.5,uomo,NEW BALANCE,FUELCELL VENYM - Scarpe da trail running - dried apricot,139.99,139.99,https://www.zalando.it/new-balance-fuelcell-venym-scarpe-da-trail-running-dried-apricot-ne242a0oj-h11.html?size=41.5,FUELCELL VENYM,scarpe da trail running,dried apricot
1962,2079,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X EVOZ V4 - Scarpe da corsa su strada - sea stone,129.99,129.99,https://www.zalando.it/new-balance-fresh-foam-x-evoz-v4-scarpe-da-corsa-su-strada-sea-stone-ne242a0of-k12.html?size=41.5,FRESH FOAM X EVOZ V4,scarpe da corsa su strada,sea stone
1963,2080,Scarpe Sportive,41.5,uomo,NEW BALANCE,DYNASOFT NITREL V6 - Scarpe da corsa su strada - castlerock,99.99,99.99,https://www.zalando.it/new-balance-dynasoft-nitrel-v6-scarpe-da-trail-running-castlerock-ne242a0o7-c11.html?size=41.5,DYNASOFT NITREL V6,scarpe da corsa su strada,castlerock
1964,2081,Scarpe Sportive,41.5,uomo,ASICS,GEL-EXCITE 10 - Scarpe da corsa su strada - black/carrier grey,89.99,89.99,https://www.zalando.it/asics-gel-excite-10-scarpe-running-neutre-blackcarrier-grey-as142a112-q13.html?size=41.5,GEL excite 10,Scarpe da corsa su strada,black/carrier grey
1965,2082,Scarpe Sportive,41.5,uomo,ASICS,FUJI LITE 5 - Scarpe da trail running - teal blue/cool matcha,139.99,139.99,https://www.zalando.it/asics-fuji-lite-5-scarpe-da-trail-running-teal-bluecool-matcha-as142a15u-p11.html?size=41.5,FUJI LITE 5,scarpe da trail running,teal blue/cool matcha
1966,2083,Scarpe Sportive,41.5,uomo,ASICS,GEL-KAYANO 31 - Scarpe da corsa su strada - white/concrete,199.99,199.99,https://www.zalando.it/asics-gel-kayano-31-scarpe-da-corsa-su-strada-whiteconcrete-as142a15s-a12.html?size=41.5,GEL kayano 31,Scarpe da corsa su strada,white/concrete
1967,2084,Scarpe Sportive,41.5,uomo,ASICS,GEL-DEDICATE 8 - Scarpe da tennis per tutte le superfici - indigo fog/white,66.99,74.99,https://www.zalando.it/asics-gel-dedicate-8-scarpe-da-tennis-per-tutte-le-superfici-indigo-fogwhite-as142a10u-k12.html?size=41.5,GEL dedicate 8,Scarpe da tennis per tutte le superfici,indigo fog/white
1968,2085,Scarpe Sportive,41.5,uomo,ASICS,GEL-ROCKET 11 - Scarpe da pallavolo - indigo fog/nova orange,66.99,74.99,https://www.zalando.it/asics-gel-rocket-11-scarpe-da-pallavolo-indigo-fognova-orange-as142a10p-k13.html?size=41.5,GEL rocket 11,Scarpe da pallavolo,indigo fog/nova orange
1969,2086,Scarpe Sportive,41.5,uomo,ASICS,DYNABLAST 5 - Sneakers basse - indigo blue/black,129.99,129.99,https://www.zalando.it/asics-dynablast-5-scarpe-da-corsa-su-strada-indigo-blueblack-as142a17n-k11.html?size=41.5,DYNABLAST 5,sneakers basse,indigo blue/black
1970,2087,Scarpe Sportive,41.5,uomo,ASICS,COURT SLIDE 4 - Scarpe da tennis per tutte le superfici - indigo fog/white,64.99,64.99,https://www.zalando.it/asics-court-slide-4-scarpe-da-tennis-per-tutte-le-superfici-indigo-fogwhite-as142a17f-k11.html?size=41.5,COURT SLIDE 4,scarpe da tennis per tutte le superfici,indigo fog/white
1971,2088,Scarpe Sportive,41.5,uomo,ASICS,GT-2000 13 - Scarpe da corsa su strada - midnight/black,159.99,159.99,https://www.zalando.it/asics-gt-2000-13-scarpe-da-corsa-su-strada-midnightblack-as142a16c-k11.html?size=41.5,GT 2000 13,Scarpe da corsa su strada,midnight/black
1972,2089,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X HIERRO V8 - Scarpe da trail running - black shadow grey,160.0,160.0,https://www.zalando.it/new-balance-fresh-foam-x-hierro-v8-scarpe-da-corsa-stabili-black-shadow-grey-ne242a0mp-q14.html?size=41.5,FRESH FOAM X HIERRO V8,scarpe da trail running,black shadow grey
1973,2090,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X 1080 V14 - Scarpe da corsa su strada - sea salt,189.99,189.99,https://www.zalando.it/new-balance-fresh-foam-x-scarpe-da-corsa-su-strada-sea-salt-ne242a0nc-c12.html?size=41.5,FRESH FOAM X 1080 V14,scarpe da corsa su strada,sea salt
1974,2091,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - white,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-white-ne215p03o-a11.html?size=41.5,U740 UNISEX,sneakers basse,white
1975,2092,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - incense,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-incense-ne215p003-b11.html?size=41.5,U740 UNISEX,sneakers basse,incense
1976,2093,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - navy,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-navy-ne215p015-b11.html?size=41.5,U740 UNISEX,sneakers basse,navy
1977,2094,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 - Sneakers basse - black,119.99,119.99,https://www.zalando.it/new-balance-u740-sneakers-basse-black-ne215p03y-q11.html?size=41.5,U740,sneakers basse,black
1978,2095,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 - Sneakers basse - blue agate,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-blue-agate-ne215p004-a11.html?size=41.5,U740,sneakers basse,blue agate
1979,2096,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - sea salt,119.99,119.99,https://www.zalando.it/new-balance-sneakers-basse-sea-salt-ne215p03f-a11.html?size=41.5,U740 UNISEX,sneakers basse,sea salt
1980,2097,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 - Sneakers basse - sun glow,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-sun-glow-ne215p01v-k11.html?size=41.5,U740,sneakers basse,sun glow
1981,2098,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - black,120.0,120.0,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-black-ne215p022-q11.html?size=41.5,U740 UNISEX,sneakers basse,black
1982,2099,Scarpe Sportive,41.5,uomo,NEW BALANCE,U740 - Sneakers basse - white,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-white-ne215p02i-a11.html?size=41.5,U740,sneakers basse,white
1983,2100,Scarpe Sportive,41.5,uomo,ASICS,SOLUTION SPEED FF 3 CLAY - da tennis per terra battuta - white/greyish purple,119.99,149.99,https://www.zalando.it/asics-solution-speed-ff-3-clay-da-tennis-per-terra-battuta-whitegreyish-purple-as142a144-a12.html?size=41.5,SOLUTION SPEED FF 3 CLAY,da tennis per terra battuta,white/greyish purple
1984,2101,Scarpe Sportive,41.5,uomo,ASICS,DYNABLAST 5 - Sneakers basse - carbon/black,129.99,129.99,https://www.zalando.it/asics-dynablast-5-scarpe-da-corsa-su-strada-carbonblack-as142a17n-c11.html?size=41.5,DYNABLAST 5,sneakers basse,carbon/black
1985,2102,Scarpe Sportive,41.5,uomo,ASICS,GAME - Scarpe da padel - mako blue/energy aqua,75.99,89.99,https://www.zalando.it/asics-game-scarpe-da-padel-mako-blueenergy-aqua-as142a17b-k11.html?size=41.5,GAME,scarpe da padel,mako blue/energy aqua
1986,2103,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM 680 V8 - Scarpe da corsa su strada - black blue agate,115.0,115.0,https://www.zalando.it/new-balance-fresh-foam-scarpe-running-neutre-black-blue-agate-ne242a0me-q13.html?size=41.5,FRESH FOAM 680 V8,scarpe da corsa su strada,black blue agate
1987,2104,Scarpe Sportive,41.5,uomo,ASICS,GEL-CHALLENGER 14 - Scarpe da tennis per tutte le superfici - indigo fog/white,101.99,119.99,https://www.zalando.it/asics-gel-challenger-14-scarpe-da-tennis-per-tutte-le-superfici-indigo-fogwhite-as142a10b-k12.html?size=41.5,GEL challenger 14,Scarpe da tennis per tutte le superfici,indigo fog/white
1988,2105,Scarpe Sportive,41.5,uomo,ASICS,GT 1000 13 - Sneakers basse - black/white,129.99,129.99,https://www.zalando.it/asics-gt-1000-13-scarpe-da-corsa-stabili-blackwhite-as142a15t-q11.html?size=41.5,GT 1000 13,sneakers basse,black/white
1989,2106,Scarpe Sportive,41.5,uomo,NEW BALANCE,M1000 UNISEX - Sneakers basse - silver metallic,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-silver-metallic-ne215p03n-q11.html?size=41.5,M1000 UNISEX,sneakers basse,silver metallic
1990,2107,Scarpe Sportive,41.5,uomo,NEW BALANCE,UNISEX - Sneakers basse - sea stone,169.99,169.99,https://www.zalando.it/new-balance-unisex-sneakers-basse-sea-stone-ne215p01q-q11.html?size=41.5,UNISEX,sneakers basse,sea stone
1991,2108,Scarpe Sportive,41.5,uomo,NEW BALANCE,M1000 UNISEX - Sneakers basse - dark ice wine,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-dark-ice-wine-ne215p02k-q11.html?size=41.5,M1000 UNISEX,sneakers basse,dark ice wine
1992,2109,Scarpe Sportive,41.5,uomo,NEW BALANCE,M1000 UNISEX  - Sneakers basse - reflection,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-reflection-ne215p03m-a11.html?size=41.5,M1000 UNISEX,sneakers basse,reflection
1993,2110,Scarpe Sportive,41.5,uomo,NEW BALANCE,M1000 UNISEX - Sneakers basse - black,169.99,169.99,https://www.zalando.it/new-balance-m1000-unisex-sneakers-basse-black-ne215p042-q11.html?size=41.5,M1000 UNISEX,sneakers basse,black
1994,2120,Scarpe Sportive,41.5,uomo,ASICS,GEL-PULSE 16 - Scarpe da corsa su strada - illuminate mint/wave teal,109.99,109.99,https://www.zalando.it/asics-scarpe-da-trail-running-illuminate-mintwave-teal-as142a17s-p11.html?size=41.5,GEL pulse 16,Scarpe da corsa su strada,illuminate mint/wave teal
1995,2121,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM 680 V8 - Scarpe da corsa su strada - blue,115.0,115.0,https://www.zalando.it/new-balance-fresh-foam-680-scarpe-running-neutre-blue-ne242a0me-k11.html?size=41.5,FRESH FOAM 680 V8,scarpe da corsa su strada,blue
1996,2122,Scarpe Sportive,41.5,uomo,ASICS,GEL-SONOMA 8 GTX - Sneakers basse - black/carrier grey,119.95,119.95,https://www.zalando.it/asics-gel-sonoma-8-gtx-scarpe-da-trail-running-blackcarrier-grey-as142a17p-q11.html?size=41.5,GEL sonoma 8 gtx,Sneakers basse,black/carrier grey
1997,2123,Scarpe Sportive,41.5,uomo,ASICS,GT-2000 12 GTX - Scarpe da corsa su strada - blue expanse/safety yellow,169.95,169.95,https://www.zalando.it/asics-scarpe-da-corsa-stabili-blue-expansesafety-yellow-as142a16d-k11.html?size=41.5,GT 2000 12 gtx,Scarpe da corsa su strada,blue expanse/safety yellow
1998,2124,Scarpe Sportive,41.5,uomo,ASICS,GEL TRABUCO 13  - Scarpe da trail running - black/atlantis blue,169.95,169.95,https://www.zalando.it/asics-gel-trabuco-13-scarpe-da-trail-running-blackatlantis-blue-as142a17q-q12.html?size=41.5,GEL TRABUCO 13,scarpe da trail running,black/atlantis blue
1999,2125,Scarpe Sportive,41.5,uomo,ASICS,GEL-NIMBUS 27 - Scarpe da corsa su strada - black lake grey,200.0,200.0,https://www.zalando.it/asics-sneakers-basse-black-lake-grey-as112p002-q11.html?size=41.5,GEL nimbus 27,Scarpe da corsa su strada,black lake grey
2000,2126,Scarpe Sportive,41.5,uomo,ASICS,GEL-NIMBUS 27 TR - Scarpe da corsa su strada - nature bathing lime green,199.99,199.99,https://www.zalando.it/asics-gel-nimbus-27-tr-scarpe-da-corsa-su-strada-nature-bathing-lime-green-as142a184-m11.html?size=41.5,GEL nimbus 27 tr,Scarpe da corsa su strada,nature bathing lime green
2001,2127,Scarpe Sportive,41.5,uomo,ASICS,GEL-NIMBUS 27 LITE-SHOW - Scarpe da corsa su strada - lite-show light orange,199.99,199.99,https://www.zalando.it/asics-gel-nimbus-27-lite-show-scarpe-da-corsa-su-strada-lite-show-light-orange-as142a185-h11.html?size=41.5,GEL nimbus 27 lite SHOW,Scarpe da corsa su strada,lite-show light orange
2002,2128,Scarpe Sportive,41.5,uomo,ASICS,GEL-KAYANO 31 - Scarpe da corsa su strada - indigo blue/gunmetal,199.99,199.99,https://www.zalando.it/asics-gel-kayano-31-scarpe-da-corsa-su-strada-indigo-bluegunmetal-as142a15s-k12.html?size=41.5,GEL kayano 31,Scarpe da corsa su strada,indigo blue/gunmetal
2003,2129,Scarpe Sportive,41.5,uomo,ASICS,GEL-QUANTUM 180 6 - Scarpe da corsa su strada - black/aizuri blue,152.0,190.0,https://www.zalando.it/asics-gel-quantum-180-scarpe-running-neutre-blackaizuri-blue-as142a0s0-q11.html?size=41.5,GEL quantum 180 6,Scarpe da corsa su strada,black/aizuri blue
2004,2130,Scarpe Sportive,41.5,uomo,ASICS,GAME FF - Scarpe da tennis per tutte le superfici - white/black,89.99,89.99,https://www.zalando.it/asics-game-ff-scarpe-da-tennis-per-tutte-le-superfici-whiteblack-as142a17e-a11.html?size=41.5,GAME FF,scarpe da tennis per tutte le superfici,white/black
2005,2131,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X EVOZ V4 - Scarpe da corsa su strada - grey matter,129.99,129.99,https://www.zalando.it/new-balance-x-evoz-v4-scarpe-da-corsa-su-strada-grey-matter-ne242a0of-c11.html?size=41.5,FRESH FOAM X EVOZ V4,scarpe da corsa su strada,grey matter
2006,2132,Scarpe Sportive,41.5,uomo,ASICS,SOLUTION SPEED - da tennis per terra battuta - weiss schwarz,126.99,149.99,https://www.zalando.it/asics-solution-speed-da-tennis-per-terra-battuta-weiss-schwarz-as142a16q-a11.html?size=41.5,SOLUTION SPEED,da tennis per terra battuta,weiss schwarz
2007,2133,Scarpe Sportive,41.5,uomo,NEW BALANCE,FRESH FOAM X EVOZ V4 - Scarpe da corsa su strada - linen,129.99,129.99,https://www.zalando.it/new-balance-fresh-foam-x-evoz-v4-scarpe-da-corsa-su-strada-azure-ne242a0of-k11.html?size=41.5,FRESH FOAM X EVOZ V4,scarpe da corsa su strada,linen
2008,2134,Scarpe Sportive,41.5,uomo,ASICS,GEL-DEDICATE 8 - Scarpe da tennis per tutte le superfici - white/black,74.99,74.99,https://www.zalando.it/asics-gel-dedicate-8-scarpe-da-tennis-per-tutte-le-superfici-whiteblack-as142a10u-a11.html?size=41.5,GEL dedicate 8,Scarpe da tennis per tutte le superfici,white/black
2009,2135,Scarpe Sportive,41.5,uomo,ASICS,SOLUTION SPEED 3 - Scarpe da tennis per tutte le superfici - white/greyish purple,119.99,149.99,https://www.zalando.it/asics-solution-speed-3-scarpe-da-tennis-per-tutte-le-superfici-whitegreyish-purple-as142a13y-a13.html?size=41.5,SOLUTION SPEED 3,scarpe da tennis per tutte le superfici,white/greyish purple
2010,2136,Scarpe Sportive,41.5,uomo,ASICS,NETBURNER BALLISTIC 3 - Scarpe da pallavolo - speed red/sun coral,129.99,129.99,https://www.zalando.it/asics-netburner-ballistic-ff-3-scarpe-da-pallavolo-speed-redsun-coral-as142a0z9-g11.html?size=41.5,NETBURNER BALLISTIC 3,scarpe da pallavolo,speed red/sun coral
2011,2137,Scarpe Sportive,41.5,uomo,ASICS,GEL-RESOLUTION - Scarpe da tennis per tutte le superfici - black shocking orange,160.0,160.0,https://www.zalando.it/asics-gel-resolution-scarpe-da-tennis-per-tutte-le-superfici-black-shocking-orange-as142a1c5-q11.html?size=41.5,GEL resolution,Scarpe da tennis per tutte le superfici,black shocking orange
2012,2138,Scarpe Sportive,41.5,uomo,ASICS,GT-2000 13 - Scarpe da corsa su strada - black/white,160.0,160.0,https://www.zalando.it/asics-gt-2000-13-scarpe-da-corsa-stabili-blackwhite-as142a16c-q12.html?size=41.5,GT 2000 13,Scarpe da corsa su strada,black/white
2013,2139,Scarpe Sportive,41.5,uomo,ASICS,GEL-TRABUCO 13 - Scarpe da trail running - atlantis blue/pure aqua,159.99,159.99,https://www.zalando.it/asics-gel-trabuco-13-scarpe-da-trail-running-atlantis-bluepure-aqua-as142a17l-k11.html?size=41.5,GEL trabuco 13,Scarpe da trail running,atlantis blue/pure aqua
2014,2140,Scarpe Sportive,41.5,uomo,NEW BALANCE,DYNASOFT NITREL V6 GTX - Scarpe da corsa su strada - black,119.99,119.99,https://www.zalando.it/new-balance-dynasoft-nitrel-v6-gtx-scarpe-da-corsa-su-strada-black-ne242a0pl-q11.html?size=41.5,DYNASOFT NITREL V6 GTX,scarpe da corsa su strada,black
2015,2141,Scarpe Sportive,41.5,uomo,ASICS,GEL-RESOLUTION X CLAY - da tennis per terra battuta - black shocking orange,160.0,160.0,https://www.zalando.it/asics-sneakers-basse-black-shocking-orange-as112p005-q11.html?size=41.5,GEL resolution x clay,da tennis per terra battuta,black shocking orange
2016,2142,Scarpe Sportive,41.5,uomo,ASICS,GEL-PULSE 16 - Scarpe da corsa su strada - indigo blue/blue coast,109.95,109.95,https://www.zalando.it/asics-scarpe-da-trail-running-indigo-blueblue-coast-as142a17s-k11.html?size=41.5,GEL pulse 16,Scarpe da corsa su strada,indigo blue/blue coast
2017,2143,Scarpe Sportive,41.5,uomo,ASICS,GEL-CUMULUS 27 - Scarpe da corsa su strada - black carrier grey,159.99,159.99,https://www.zalando.it/asics-gel-cumulus-27-scarpe-da-corsa-su-strada-black-carrier-grey-as142a17x-q11.html?size=41.5,GEL cumulus 27,Scarpe da corsa su strada,black carrier grey
2018,2144,Scarpe Sportive,41.5,uomo,ASICS,GEL NIMBUS  - Scarpe da corsa su strada - illuminate mint/white,199.99,199.99,https://www.zalando.it/asics-gel-nimbus-scarpe-da-corsa-su-strada-illuminate-mintwhite-as142a18d-k11.html?size=41.5,GEL NIMBUS,scarpe da corsa su strada,illuminate mint/white
2019,2145,Scarpe Sportive,41.5,uomo,NEW BALANCE,TEKTREL - Scarpe da trail running - black,109.99,109.99,https://www.zalando.it/new-balance-tektrel-sneakers-basse-black-ne242a0oa-q12.html?size=41.5,TEKTREL,scarpe da trail running,black
