,categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,modello,sport,colori
4198,Scarpe Sportive,43.0,uomo,NEW BALANCE,530 - Scarpe da corsa su strada - beige beige,119.99,119.99,https://www.zalando.it/new-balance-sneakers-basse-beige-beige-ne242a0o4-b11.html?size=43,530,scarpe da corsa su strada,beige beige
4199,Scarpe Sportive,43.0,uomo,JOMA,MAXIMA - Scarpe da calcetto con tacchetti - turquoise,39.99,39.99,https://www.zalando.it/joma-maxima-scarpe-da-calcetto-con-tacchetti-turquoise-j3342a0m7-k11.html?size=43,MAXIMA,scarpe da calcetto con tacchetti,turquoise
4200,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - black/white,99.99,99.99,https://www.zalando.it/under-armour-infinite-scarpe-running-neutre-blackwhite-un242a0mg-q11.html?size=43,INFINITE,scarpe da corsa su strada,black/white
4201,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - black,100.0,100.0,https://www.zalando.it/under-armour-infinite-scarpe-running-neutre-black-un242a0mg-q14.html?size=43,INFINITE,scarpe da corsa su strada,black
4202,Scarpe Sportive,43.0,uomo,MIZUNO,MORELIA NEO IV Β ELITE - Scarpe da calcetto con tacchetti - white/neon green/cool gray,177.99,209.99,https://www.zalando.it/mizuno-morelia-neo-iv-elite-scarpe-da-calcetto-con-tacchetti-whiteneon-greencool-gray-m2742a0jv-a11.html?size=43,MORELIA NEO IV Β ELITE,scarpe da calcetto con tacchetti,white/neon green/cool gray
4203,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - black,139.99,139.99,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-black-un242a0lb-q11.html?size=43,REIGN 6,scarpe da allenamento,black
4204,Scarpe Sportive,43.0,uomo,PUMA,SOFTRIDE ENZO 5  - Scarpe da allenamento - black white,75.0,75.0,https://www.zalando.it/puma-softride-enzo-5-scarpe-da-allenamento-black-white-pu144a0cn-q12.html?size=43,SOFTRIDE ENZO 5,scarpe da allenamento,black white
4205,Scarpe Sportive,43.0,uomo,PUMA,FUSE 3.0 - Scarpe da allenamento - galactic gray/black/green glare,83.95,120.0,https://www.zalando.it/puma-fuse-30-scarpe-da-allenamento-galactic-grayblackgreen-glare-pu142a1r6-c12.html?size=43,FUSE 3.0,scarpe da allenamento,galactic gray/black/green glare
4206,Scarpe Sportive,43.0,uomo,MIZUNO,MORELIA NEO IV PRO - Scarpe da calcetto con tacchetti - black/galaxy silver/black,77.99,129.99,https://www.zalando.it/mizuno-morelia-neo-iv-pro-scarpe-da-calcetto-con-tacchetti-blackgalaxy-silverblack-m2742a0hr-q11.html?size=43,MORELIA NEO IV PRO,scarpe da calcetto con tacchetti,black/galaxy silver/black
4207,Scarpe Sportive,43.0,uomo,PUMA,DEVIATE NITRO 3 - Scarpe da corsa su strada - yellow alert puma black,169.95,169.95,https://www.zalando.it/puma-scarpe-da-corsa-su-strada-yellow-alert-puma-black-pu142a21n-e11.html?size=43,DEVIATE NITRO 3,scarpe da corsa su strada,yellow alert puma black
4208,Scarpe Sportive,43.0,uomo,NEW BALANCE,FRESH FOAM 680 V8 - Scarpe da corsa su strada - raincloud,114.99,114.99,https://www.zalando.it/new-balance-fresh-foam-680-v8-scarpe-da-corsa-su-strada-raincloud-ne242a0me-c13.html?size=43,FRESH FOAM 680 V8,scarpe da corsa su strada,raincloud
4209,Scarpe Sportive,43.0,uomo,PUMA,VOLTAIC EVO  - Scarpe da corsa su strada - navy black almost apricot,55.95,80.0,https://www.zalando.it/puma-voltaic-evo-scarpe-da-trail-running-navy-black-almost-apricot-pu115c005-k11.html?size=43,VOLTAIC EVO,scarpe da corsa su strada,navy black almost apricot
4210,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,JET '23 - Scarpe da basket - mod gray/ares red/white,75.99,84.99,https://www.zalando.it/under-armour-jet-23-scarpe-da-basket-mod-grayares-redwhite-un242a0lg-c13.html?size=43,JET '23,scarpe da basket,mod gray/ares red/white
4211,Scarpe Sportive,43.0,uomo,MIZUNO,WAVE RIDER 28 - Scarpe da corsa su strada - neo mint/frontier blue/vintage indigo,159.99,159.99,https://www.zalando.it/mizuno-wave-rider-28-scarpe-da-corsa-su-strada-neo-mintfrontier-bluevintage-indigo-m2742a0ja-m12.html?size=43,WAVE RIDER 28,scarpe da corsa su strada,neo mint/frontier blue/vintage indigo
4212,Scarpe Sportive,43.0,uomo,JOMA,MAXIMA - Scarpe da calcetto con tacchetti - black,39.99,39.99,https://www.zalando.it/joma-maxima-scarpe-da-calcetto-con-tacchetti-black-j3342a0m7-q11.html?size=43,MAXIMA,scarpe da calcetto con tacchetti,black
4213,Scarpe Sportive,43.0,uomo,MIZUNO,WAVE RIDER 28 - Scarpe da corsa su strada - nimbus cloud/blue pace/ignition red,159.99,159.99,https://www.zalando.it/mizuno-wave-rider-28-scarpe-da-corsa-su-strada-nimbus-cloudblue-paceignition-red-m2742a0ja-c11.html?size=43,WAVE RIDER 28,scarpe da corsa su strada,nimbus cloud/blue pace/ignition red
4214,Scarpe Sportive,43.0,uomo,DIADORA,VOLEE 6 - Scarpe da tennis per tutte le superfici - white/blue corsair,62.99,69.99,https://www.zalando.it/diadora-volee-6-scarpe-da-tennis-per-tutte-le-superfici-whiteblue-corsair-d2943a043-a15.html?size=43,VOLEE 6,scarpe da tennis per tutte le superfici,white/blue corsair
4215,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,DYNAMIC 2 - Scarpe da allenamento - white,99.99,99.99,https://www.zalando.it/under-armour-dynamic-2-scarpe-da-allenamento-white-un242a0np-a11.html?size=43,DYNAMIC 2,scarpe da allenamento,white
4216,Scarpe Sportive,43.0,uomo,NEW BALANCE,DYNASOFT NITREL V6 - Scarpe da corsa su strada - castlerock,99.99,99.99,https://www.zalando.it/new-balance-dynasoft-nitrel-v6-scarpe-da-trail-running-castlerock-ne242a0o7-c11.html?size=43,DYNASOFT NITREL V6,scarpe da corsa su strada,castlerock
4217,Scarpe Sportive,43.0,uomo,JOMA,DRIBLING - Scarpe da calcetto con tacchetti - coral,43.99,43.99,https://www.zalando.it/joma-dribling-scarpe-da-calcetto-con-tacchetti-coral-j3342a0m3-h11.html?size=43,DRIBLING,scarpe da calcetto con tacchetti,coral
4218,Scarpe Sportive,43.0,uomo,MIZUNO,MORELIA NEO IV PRO - Scarpe da calcetto con tacchetti - white/neon green/cool gray,83.99,129.99,https://www.zalando.it/mizuno-morelia-neo-iv-pro-scarpe-da-calcetto-con-tacchetti-whiteneon-greencool-gray-m2742a0jm-a11.html?size=43,MORELIA NEO IV PRO,scarpe da calcetto con tacchetti,white/neon green/cool gray
4219,Scarpe Sportive,43.0,uomo,PUMA,PRESSING IV UNISEX - Scarpe da calcetto - white/glowing red/dark crimson/black,38.99,59.99,https://www.zalando.it/puma-pressing-iv-unisex-scarpe-da-calcetto-whiteglowing-reddark-crimsonblack-pu144a0d1-a11.html?size=43,PRESSING IV UNISEX,scarpe da calcetto,white/glowing red/dark crimson/black
4220,Scarpe Sportive,43.0,uomo,MIZUNO,WAVE MOMENTUM 3 UNISEX - Scarpe da pallavolo - neo mint/black/frontier blue,152.99,169.99,https://www.zalando.it/mizuno-wave-momentum-3-unisex-scarpe-da-pallavolo-neo-mintblackfrontier-blue-m2744a00s-m11.html?size=43,WAVE MOMENTUM 3 UNISEX,scarpe da pallavolo,neo mint/black/frontier blue
4221,Scarpe Sportive,43.0,uomo,NEW BALANCE,DYNASOFT TRNR V2 - Scarpe da allenamento - black,75.99,89.99,https://www.zalando.it/new-balance-dynasoft-trnr-v2-scarpe-da-allenamento-black-ne242a0mb-q11.html?size=43,DYNASOFT TRNR V2,scarpe da allenamento,black
4222,Scarpe Sportive,43.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - black/white/gold,64.99,64.99,https://www.zalando.it/puma-caven-20-unisex-sneakers-basse-blackwhitegold-pu115o0nn-q12.html?size=43,CAVEN 2.0 UNISEX,scarpe da basket,black/white/gold
4223,Scarpe Sportive,43.0,uomo,JOMA,AGUILA - Scarpe da calcetto con tacchetti - navy,35.89,41.99,https://www.zalando.it/joma-aguila-scarpe-da-calcetto-con-tacchetti-navy-j3342a0kv-k11.html?size=43,AGUILA,scarpe da calcetto con tacchetti,navy
4224,Scarpe Sportive,43.0,uomo,MIZUNO,MONARCIDA NEO III  - Scarpe da calcetto con tacchetti - galaxy silver,69.99,69.99,https://www.zalando.it/mizuno-monarcida-neo-iii-scarpe-da-calcetto-con-tacchetti-galaxy-silver-m2742a0jn-d11.html?size=43,MONARCIDA NEO III,scarpe da calcetto con tacchetti,galaxy silver
4225,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,SHADOW TURF 3 - Scarpe da calcetto con tacchetti - anthracite/white/racer red,51.99,79.99,https://www.zalando.it/under-armour-shadow-turf-3-scarpe-da-calcetto-con-tacchetti-anthracitewhiteracer-red-un242a0ng-q12.html?size=43,SHADOW TURF 3,scarpe da calcetto con tacchetti,anthracite/white/racer red
4226,Scarpe Sportive,43.0,uomo,JOMA,AGUILA - Scarpe da calcetto con tacchetti - turquoise,41.99,41.99,https://www.zalando.it/joma-aguila-scarpe-da-calcetto-con-tacchetti-turquoise-j3342a0kv-l11.html?size=43,AGUILA,scarpe da calcetto con tacchetti,turquoise
4227,Scarpe Sportive,43.0,uomo,JOMA,MAXIMA - Scarpe da calcetto con tacchetti - white turquoise,39.99,39.99,https://www.zalando.it/joma-maxima-scarpe-da-allenamento-white-turquoise-j3342a0kr-a12.html?size=43,MAXIMA,scarpe da calcetto con tacchetti,white turquoise
4228,Scarpe Sportive,43.0,uomo,MIZUNO,WAVE ENFORCE COURT ALLCOURT - Scarpe da tennis per tutte le superfici - white/vintage indigo/neo mint,98.99,109.99,https://www.zalando.it/mizuno-wave-enforce-court-allcourt-scarpe-da-tennis-per-tutte-le-superfici-whitevintage-indigoneo-mint-m2742a0jh-a12.html?size=43,WAVE ENFORCE COURT ALLCOURT,scarpe da tennis per tutte le superfici,white/vintage indigo/neo mint
4229,Scarpe Sportive,43.0,uomo,PUMA,AXELION REFRESH - Scarpe da corsa su strada - black/cool dark gray,80.0,80.0,https://www.zalando.it/puma-sneakers-basse-blackcool-dark-gray-pu112o0ia-q11.html?size=43,AXELION REFRESH,scarpe da corsa su strada,black/cool dark gray
4230,Scarpe Sportive,43.0,uomo,PUMA,FUTURE 8 MATCH - Scarpe da calcetto con tacchetti - black/silver/fluo green,56.99,94.99,https://www.zalando.it/puma-future-8-match-mg-scarpe-da-calcetto-con-tacchetti-blacksilverfluo-green-pu142a1x1-q11.html?size=43,FUTURE 8 MATCH,scarpe da calcetto con tacchetti,black/silver/fluo green
4231,Scarpe Sportive,43.0,uomo,PUMA,ALL-PRO NITRO - Scarpe da basket - white/yellow sizzle/team violet,69.99,139.99,https://www.zalando.it/puma-all-pro-nitro-scarpe-da-basket-whiteyellow-sizzleteam-violet-pu142a1v1-a11.html?size=43,ALL pro nitro,Scarpe da basket,white/yellow sizzle/team violet
4232,Scarpe Sportive,43.0,uomo,MIZUNO,WAVE EXCEED TOUR 6  - Scarpe da padel - salute/hibiscus/enamel blue,119.99,149.99,https://www.zalando.it/mizuno-wave-exceed-tour-6-scarpe-da-padel-salutehibiscusenamel-blue-m2742a0ji-q11.html?size=43,WAVE EXCEED TOUR 6,scarpe da padel,salute/hibiscus/enamel blue
4233,Scarpe Sportive,43.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - island pink tart cherry white,45.95,65.0,https://www.zalando.it/puma-caven-20-sneakers-basse-island-pink-tart-cherry-white-pu115o0nn-j11.html?size=43,CAVEN 2.0 UNISEX,scarpe da basket,island pink tart cherry white
4234,Scarpe Sportive,43.0,uomo,PUMA,FUTURE 8 PRO  - Scarpe da calcetto con tacchetti - black/silver/fluo green,83.99,139.99,https://www.zalando.it/puma-future-8-pro-fgag-scarpe-da-calcetto-con-tacchetti-blacksilverfluo-green-pu142a1wt-q12.html?size=43,FUTURE 8 PRO,scarpe da calcetto con tacchetti,black/silver/fluo green
4235,Scarpe Sportive,43.0,uomo,NEW BALANCE,DYNASOFT NITREL V6 - Scarpe da corsa su strada - marmalade,99.99,99.99,https://www.zalando.it/new-balance-dynasoft-nitrel-v6-scarpe-da-trail-running-marmalade-ne242a0o7-e11.html?size=43,DYNASOFT NITREL V6,scarpe da corsa su strada,marmalade
4236,Scarpe Sportive,43.0,uomo,PUMA,ALL-PRO NITRO DRESS CODE - Scarpe da basket - pink fruit,83.99,129.99,https://www.zalando.it/puma-all-pro-nitro-dress-code-scarpe-da-basket-pink-fruit-pu142a1z3-j11.html?size=43,ALL pro nitro dress code,Scarpe da basket,pink fruit
4237,Scarpe Sportive,43.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - white red fire vapor gray,51.95,65.0,https://www.zalando.it/puma-caven-sneakers-basse-white-red-fire-vapor-gray-pu115o0nn-a32.html?size=43,CAVEN 2.0 UNISEX,scarpe da basket,white red fire vapor gray
4238,Scarpe Sportive,43.0,uomo,NEW BALANCE,FRESH FOAM 680 V8 - Scarpe da corsa su strada - white/light green,114.99,114.99,https://www.zalando.it/new-balance-fresh-foam-680-v8-scarpe-da-corsa-su-strada-whitelight-green-ne242a0me-a12.html?size=43,FRESH FOAM 680 V8,scarpe da corsa su strada,white/light green
4239,Scarpe Sportive,43.0,uomo,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - black pure magenta,103.95,130.0,https://www.zalando.it/puma-nitro-2-scarpe-da-corsa-su-strada-black-pure-magenta-pu144a0c2-q13.html?size=43,PWR NITRO SQD2,scarpe da corsa su strada,black pure magenta
4240,Scarpe Sportive,43.0,uomo,PUMA,ALL-PRO NITRO - Scarpe da basket - team violet/black/pink alert,90.95,130.0,https://www.zalando.it/puma-all-pro-nitro-scarpe-da-basket-team-violetblackpink-alert-pu142a1vk-i11.html?size=43,ALL pro nitro,Scarpe da basket,team violet/black/pink alert
4241,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,FAT TIRE VENTURE PRO UNISEX - Scarpe da allenamento - black/white,69.99,139.99,https://www.zalando.it/under-armour-fat-tire-venture-pro-scarpe-da-allenamento-blackwhite-un242a0m7-q11.html?size=43,FAT TIRE VENTURE PRO UNISEX,scarpe da allenamento,black/white
4242,Scarpe Sportive,43.0,uomo,MIZUNO,MONARCIDA NEO III - Scarpe da calcetto con tacchetti - galaxy silver,69.99,69.99,https://www.zalando.it/mizuno-monarcida-neo-iii-scarpe-da-calcetto-con-tacchetti-galaxy-silver-m2742a0jz-d11.html?size=43,MONARCIDA NEO III,scarpe da calcetto con tacchetti,galaxy silver
4243,Scarpe Sportive,43.0,uomo,PUMA,SOFTRIDE ENZO 5  - Scarpe da allenamento - cool dark gray/for all time red/white,44.95,75.0,https://www.zalando.it/puma-softride-enzo-5-unisex-scarpe-da-allenamento-cool-dark-grayfor-all-time-redwhite-pu144a0cn-c11.html?size=43,SOFTRIDE ENZO 5,scarpe da allenamento,cool dark gray/for all time red/white
4244,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - hydro green silica green black,139.99,139.99,https://www.zalando.it/under-armour-tribase-reign-sneakers-basse-hydro-green-silica-green-black-un242a0lb-m11.html?size=43,REIGN 6,scarpe da allenamento,hydro green silica green black
4245,Scarpe Sportive,43.0,uomo,NEW BALANCE,FRESH FOAM X HIERRO V9 - Scarpe da trail running - white,159.99,159.99,https://www.zalando.it/new-balance-hierro-v9-scarpe-da-trail-running-white-ne242a0oc-a11.html?size=43,FRESH FOAM X HIERRO V9,scarpe da trail running,white
4246,Scarpe Sportive,43.0,uomo,PUMA,EASY RIDER MIX - Scarpe da camminata - frosted ivory/white,59.99,109.99,https://www.zalando.it/puma-easy-rider-unisex-sneakers-basse-frosted-ivorywhite-pu115o0tz-a12.html?size=43,EASY RIDER MIX,scarpe da camminata,frosted ivory/white
4247,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,INFINITE PRO UNISEX - Scarpe da trail running - ivory dune/aero pink,139.99,139.99,https://www.zalando.it/under-armour-infinite-pro-unisex-scarpe-da-trail-running-ivory-duneaero-pink-un242a0mq-b11.html?size=43,INFINITE PRO UNISEX,scarpe da trail running,ivory dune/aero pink
4248,Scarpe Sportive,43.0,uomo,NEW BALANCE,GAROÉ - Scarpe da corsa su strada - black,119.99,119.99,https://www.zalando.it/new-balance-fresh-foam-x-garoe-v2-scarpe-da-corsa-su-strada-black-ne242a0oh-q11.html?size=43,GAROÉ,scarpe da corsa su strada,black
4249,Scarpe Sportive,43.0,uomo,NEW BALANCE,FUELCELL VENYM - Sneakers basse - black,139.99,139.99,https://www.zalando.it/new-balance-fuelcell-venym-scarpe-da-trail-running-black-ne242a0m9-q11.html?size=43,FUELCELL VENYM,sneakers basse,black
4250,Scarpe Sportive,43.0,uomo,PUMA,SOFTRIDE ENZO 5 BIOTIC WRAP UNISEX - Scarpe da allenamento - cool light gray/vivid blue/navy,63.99,74.99,https://www.zalando.it/puma-softride-enzo-5-biotic-wrap-unisex-scarpe-da-allenamento-cool-light-grayvivid-bluenavy-pu144a0cy-c11.html?size=43,SOFTRIDE ENZO 5 BIOTIC WRAP UNISEX,scarpe da allenamento,cool light gray/vivid blue/navy
4251,Scarpe Sportive,43.0,uomo,PUMA,VARION II - Scarpe da pallamano - black/cool light gray/yellow blaze/gum,53.34,59.95,https://www.zalando.it/puma-varion-ii-scarpe-da-pallamano-blackcool-light-grayyellow-blazegum-pu142a1nk-q11.html?size=43,VARION II,scarpe da pallamano,black/cool light gray/yellow blaze/gum
4252,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,PROJECT ROCK - Scarpe da allenamento - baroque green/hyper green/black,159.99,159.99,https://www.zalando.it/under-armour-project-rock-scarpe-da-allenamento-baroque-greenhyper-greenblack-un242a0mj-q14.html?size=43,PROJECT ROCK,scarpe da allenamento,baroque green/hyper green/black
4253,Scarpe Sportive,43.0,uomo,MIZUNO,MORELIA NEO IV Β ELITE - Scarpe da calcetto con tacchetti - galaxy silver/cool gray,188.99,209.99,https://www.zalando.it/mizuno-morelia-neo-iv-elite-scarpe-da-calcetto-con-tacchetti-galaxy-silvercool-gray-m2742a0jv-d11.html?size=43,MORELIA NEO IV Β ELITE,scarpe da calcetto con tacchetti,galaxy silver/cool gray
4254,Scarpe Sportive,43.0,uomo,JOMA,SPIN - Scarpe da padel - white/black/mint,79.99,79.99,https://www.zalando.it/joma-spin-scarpe-da-padel-whiteblackmint-j3342a0l3-a11.html?size=43,SPIN,scarpe da padel,white/black/mint
4255,Scarpe Sportive,43.0,uomo,PUMA,PROSPECT UNISEX - Scarpe da allenamento - loden green/black/green glare,55.99,69.99,https://www.zalando.it/puma-prospect-unisex-scarpe-da-allenamento-loden-greenblackgreen-glare-pu144a0bz-m11.html?size=43,PROSPECT UNISEX,scarpe da allenamento,loden green/black/green glare
4256,Scarpe Sportive,43.0,uomo,MIZUNO,MIZUNO ALPHA II ELITE UNISEX - Scarpe da calcetto con tacchetti - white/black iridescent/black,179.0,179.0,https://www.zalando.it/mizuno-mizuno-alpha-ii-elite-unisex-scarpe-da-calcetto-con-tacchetti-whiteblack-iridescentblack-m2742a0js-a11.html?size=43,MIZUNO ALPHA II ELITE UNISEX,scarpe da calcetto con tacchetti,white/black iridescent/black
4257,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,CHARGED ROGUE 5 - Scarpe da corsa su strada - black,85.0,85.0,https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-black-un242a0ov-q11.html?size=43,CHARGED ROGUE 5,scarpe da corsa su strada,black
4258,Scarpe Sportive,43.0,uomo,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - black green moon,103.95,130.0,https://www.zalando.it/puma-nitro-2-scarpe-da-corsa-su-strada-black-green-moon-pu144a0c2-q14.html?size=43,PWR NITRO SQD2,scarpe da corsa su strada,black green moon
4259,Scarpe Sportive,43.0,uomo,JOMA,MUNDIAL - Scarpe da calcetto con tacchetti - black,50.99,59.99,https://www.zalando.it/joma-mundial-scarpe-da-calcetto-con-tacchetti-black-j3342a0m4-q11.html?size=43,MUNDIAL,scarpe da calcetto con tacchetti,black
4260,Scarpe Sportive,43.0,uomo,JOMA,MAXIMA - Scarpe da calcetto con tacchetti - black,39.99,39.99,https://www.zalando.it/joma-maxima-sneakers-basse-black-j3342a0kr-q11.html?size=43,MAXIMA,scarpe da calcetto con tacchetti,black
4261,Scarpe Sportive,43.0,uomo,PUMA,KING MATCH TT - Scarpe da calcetto con tacchetti - glowing red white red fire,80.0,80.0,https://www.zalando.it/puma-scarpe-da-calcetto-con-tacchetti-glowing-red-white-red-fire-pu143a1s7-g11.html?size=43,KING MATCH TT,scarpe da calcetto con tacchetti,glowing red white red fire
4262,Scarpe Sportive,43.0,uomo,PUMA,SOFTRIDE ENZO 5  - Scarpe da allenamento - loden green yellow alert,44.95,75.0,https://www.zalando.it/puma-softride-enzo-5-scarpe-da-allenamento-loden-green-yellow-alert-pu144a0cn-m11.html?size=43,SOFTRIDE ENZO 5,scarpe da allenamento,loden green yellow alert
4263,Scarpe Sportive,43.0,uomo,PUMA,POPCAT UNISEX - Ciabatte da mare - black/white,25.0,25.0,https://www.zalando.it/puma-ciabattine-blackwhite-pu115i000-q11.html?size=43,POPCAT UNISEX,ciabatte da mare,black/white
4264,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da corsa su strada - white/hyper green/black,129.99,129.99,https://www.zalando.it/under-armour-infinite-pro-2-scarpe-running-neutre-whitehyper-greenblack-un242a0nd-a12.html?size=43,INFINITE PRO 2,scarpe da corsa su strada,white/hyper green/black
4265,Scarpe Sportive,43.0,uomo,PUMA,ULTRA 5 PLAY MG - Scarpe da calcetto con tacchetti - white/black/glowing red,33.19,54.99,https://www.zalando.it/puma-ultra-5-play-mg-scarpe-da-calcetto-con-tacchetti-whiteblackglowing-red-pu142a1wz-a11.html?size=43,ULTRA 5 PLAY MG,scarpe da calcetto con tacchetti,white/black/glowing red
4266,Scarpe Sportive,43.0,uomo,NEW BALANCE,DYNASOFT NITREL V6 - Scarpe da corsa su strada - blue laguna,99.99,99.99,https://www.zalando.it/new-balance-dynasoft-nitrel-v6-scarpe-da-trail-running-blue-laguna-ne242a0o7-k11.html?size=43,DYNASOFT NITREL V6,scarpe da corsa su strada,blue laguna
4267,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,CHARGED COMMIT TR 4 - Scarpe da allenamento - anthracite/steel/ether blue,72.49,84.99,https://www.zalando.it/under-armour-charged-commit-tr-4-scarpe-da-allenamento-anthracitesteelether-blue-un242a0l9-q13.html?size=43,CHARGED COMMIT TR 4,scarpe da allenamento,anthracite/steel/ether blue
4268,Scarpe Sportive,43.0,uomo,MIZUNO,WAVE MOMENTUM 3 - Scarpe da pallavolo - white/bellwether blue/bel air blue,135.99,169.99,https://www.zalando.it/mizuno-wave-momentum-3-scarpe-da-pallavolo-whitebellwether-bluebel-air-blue-m2742a0gs-a14.html?size=43,WAVE MOMENTUM 3,scarpe da pallavolo,white/bellwether blue/bel air blue
4269,Scarpe Sportive,43.0,uomo,PUMA,FUTURE 8 PLAY MXSG - Scarpe da calcio con tacchetti - black/white/glowing red,35.99,59.99,https://www.zalando.it/puma-future-8-play-mxsg-scarpe-da-calcio-con-tacchetti-blackwhiteglowing-red-pu142a1wg-q11.html?size=43,FUTURE 8 PLAY MXSG,scarpe da calcio con tacchetti,black/white/glowing red
4270,Scarpe Sportive,43.0,uomo,NEW BALANCE,FRESH FOAM X HIERRO V8 - Scarpe da trail running - black shadow grey,160.0,160.0,https://www.zalando.it/new-balance-fresh-foam-x-hierro-v8-scarpe-da-corsa-stabili-black-shadow-grey-ne242a0mp-q14.html?size=43,FRESH FOAM X HIERRO V8,scarpe da trail running,black shadow grey
4271,Scarpe Sportive,43.0,uomo,PUMA,ULTRA 5 PLAY  - Scarpe da calcetto con tacchetti - white/black/glowing red,38.69,54.99,https://www.zalando.it/puma-ultra-5-play-tt-scarpe-da-calcetto-con-tacchetti-whiteblackglowing-red-pu142a1wn-a11.html?size=43,ULTRA 5 PLAY,scarpe da calcetto con tacchetti,white/black/glowing red
4272,Scarpe Sportive,43.0,uomo,NEW BALANCE,DYNASOFT NITREL V6 - Scarpe da corsa su strada - grey,99.99,99.99,https://www.zalando.it/new-balance-dynasoft-nitrel-v6-sneakers-basse-grey-ne242a0o7-q12.html?size=43,DYNASOFT NITREL V6,scarpe da corsa su strada,grey
4273,Scarpe Sportive,43.0,uomo,NEW BALANCE,FRESH X MORE V4 - Scarpe da corsa su strada - black cement,169.99,169.99,https://www.zalando.it/new-balance-fresh-foam-x-more-v5-scarpe-da-corsa-su-strada-black-cement-ne242a0hg-q15.html?size=43,FRESH X MORE V4,scarpe da corsa su strada,black cement
4274,Scarpe Sportive,43.0,uomo,MIZUNO,WAVE LIGHTNING Z8 - Scarpe da pallavolo - white/bellwether blue/bel air blue,143.99,159.99,https://www.zalando.it/mizuno-wave-lightning-z8-scarpe-da-pallavolo-whitebellwether-bluebel-air-blue-m2742a0lf-a11.html?size=43,WAVE LIGHTNING Z8,scarpe da pallavolo,white/bellwether blue/bel air blue
4275,Scarpe Sportive,43.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - white/dark myrtle/black,64.99,64.99,https://www.zalando.it/puma-caven-20-unisex-sneakers-basse-whitedark-myrtleblack-pu115o0nn-a29.html?size=43,CAVEN 2.0 UNISEX,scarpe da basket,white/dark myrtle/black
4276,Scarpe Sportive,43.0,uomo,UNDER ARMOUR,INFINITE MVMNT SE - Scarpe da allenamento - white/white quartz/virtual violet,90.99,129.99,https://www.zalando.it/under-armour-infinite-se-unisex-scarpe-da-allenamento-whitewhite-quartzvirtual-violet-un244a030-a12.html?size=43,INFINITE MVMNT SE,scarpe da allenamento,white/white quartz/virtual violet
4277,Scarpe Sportive,43.0,uomo,PUMA,EASY RIDER MIX - Scarpe da camminata - white/black,79.95,100.0,https://www.zalando.it/puma-easy-rider-unisex-sneakers-basse-whiteblack-pu115o0tz-a11.html?size=43,EASY RIDER MIX,scarpe da camminata,white/black
4278,Scarpe Sportive,43.0,uomo,PUMA,CELL THRILL UNISEX - Scarpe da allenamento - for all time red/black,55.49,64.99,https://www.zalando.it/puma-cell-thrill-unisex-scarpe-da-allenamento-for-all-time-redblack-pu144a0by-g11.html?size=43,CELL THRILL UNISEX,scarpe da allenamento,for all time red/black
4279,Scarpe Sportive,43.0,uomo,PUMA,ULTRA 5 MATCH IT - Scarpe da calcetto - white/black/glowing red,50.99,84.99,https://www.zalando.it/puma-ultra-5-match-it-scarpe-da-calcetto-whiteblackglowing-red-pu142a1wo-a11.html?size=43,ULTRA 5 MATCH IT,scarpe da calcetto,white/black/glowing red
4280,Scarpe Sportive,43.0,uomo,MIZUNO,CYCLONE SPEED 5 - Scarpe da pallavolo - white/blue,57.99,64.99,https://www.zalando.it/mizuno-cyclone-speed-5-scarpe-da-pallavolo-whiteblue-m2742a0l8-a11.html?size=43,CYCLONE SPEED 5,scarpe da pallavolo,white/blue
4281,Scarpe Sportive,43.0,uomo,NEW BALANCE,FUELCELL PROPEL V5 - Sneakers basse - white/apricot,129.99,129.99,https://www.zalando.it/new-balance-fuelcell-propel-v5-scarpe-da-corsa-su-strada-whiteapricot-ne242a0na-a13.html?size=43,FUELCELL PROPEL V5,sneakers basse,white/apricot
