categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpe Sportive,40,uomo,JOMA,AGUILA - Scarpe da calcetto con tacchetti - black,"41,99","41,99",https://www.zalando.it/joma-aguila-scarpe-da-calcetto-con-tacchetti-black-j3342a0m6-q11.html?size=40
Scarpe Sportive,40,uomo,JOMA,MUNDIAL - Scarpe da calcetto con tacchetti - black,"50,99","59,99",https://www.zalando.it/joma-mundial-scarpe-da-calcetto-con-tacchetti-black-j3342a0m4-q11.html?size=40
Scarpe Sportive,40,uomo,JOMA,MAXIMA - Scarpe da calcetto con tacchetti - white,"39,99","39,99",https://www.zalando.it/joma-maxima-scarpe-da-calcetto-con-tacchetti-white-j3342a0m7-a12.html?size=40
Scarpe Sportive,40,uomo,JOMA,MAXIMA - Scarpe da calcetto con tacchetti - black/turquoise,"35,99","39,99",https://www.zalando.it/joma-maxima-scarpe-da-calcetto-con-tacchetti-blackturquoise-j3342a0m7-q13.html?size=40
Scarpe Sportive,40,uomo,JOMA,AGUILA - Scarpe da calcetto con tacchetti - black,"35,89","41,99",https://www.zalando.it/joma-aguila-scarpe-da-calcetto-con-tacchetti-black-j3342a0m6-q12.html?size=40
Scarpe Sportive,40,uomo,JOMA,Scarpe da allenamento - giallo,"35,92","39,99",https://www.zalando.it/joma-sneakers-basse-giallo-j3342a0nc-e11.html?size=40
Scarpe Sportive,40,uomo,PUMA,ULTRA 5 PLAY IT - Scarpe da calcetto - black/white,"33,19","54,99",https://www.zalando.it/puma-ultra-5-play-it-scarpe-da-calcetto-blackwhite-pu142a1t0-q11.html?size=40
Scarpe Sportive,40,uomo,PUMA,ATTACANTO IT - Scarpe da calcetto - black/silver mist,"41,99","49,99",https://www.zalando.it/puma-attacanto-it-scarpe-da-calcetto-blacksilver-mist-pu142a1tc-q11.html?size=40
Scarpe Sportive,40,uomo,PUMA,KING IT - Scarpe da calcetto - white/black,"66,99","74,99",https://www.zalando.it/puma-king-21-scarpe-da-calcetto-whiteblack-pu142a181-a11.html?size=40
Scarpe Sportive,40,uomo,PUMA,FUTURE 8 PLAY - Scarpe da calcetto con tacchetti - black/white/glowing red,"41,99","59,99",https://www.zalando.it/puma-future-8-play-tt-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1wh-q11.html?size=40
